                                   | Core 0     
  Instructions                     |    99999890
  Cycles                           |  1034334496
  IPC                              |        0.10
  Time (ns)                        |   344778166
Branch predictor stats             |            
  num correct                      |    16987764
  num incorrect                    |     4886023
  misprediction rate               |      22.34%
  mpki                             |       48.86
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |     9678072
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    35503728
    num misses                     |     8311916
    miss rate                      |      23.41%
    mpki                           |       83.12
  L2 TLB                           |            
    num accesses                   |     8311919
    num misses                     |     4149771
    miss rate                      |      49.93%
    mpki                           |       41.50
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |     9678072
    num cache misses               |       74714
    miss rate                      |       0.77%
    mpki                           |        0.75
  Cache L1-D                       |            
    num cache accesses             |    35503728
    num cache misses               |    11428176
    miss rate                      |      32.19%
    mpki                           |      114.28
  Cache L2                         |            
    num cache accesses             |    13264593
    num cache misses               |     9819364
    miss rate                      |      74.03%
    mpki                           |       98.19
  Cache L3                         |            
    num cache accesses             |    11595935
    num cache misses               |     9209266
    miss rate                      |      79.42%
    mpki                           |       92.09
DRAM summary                       |            
  num dram accesses                |    11126068
  average dram access latency (ns) |       73.25
  average dram queueing delay      |        8.23
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
