                                   | Core 0    
  Instructions                     |  499999988
  Cycles                           |  333589649
  IPC                              |       1.50
  Time (ns)                        |  111196550
Branch predictor stats             |           
  num correct                      |   27991202
  num incorrect                    |    4784151
  misprediction rate               |     14.60%
  mpki                             |       9.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   55470952
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  236294951
    num misses                     |     329183
    miss rate                      |      0.14%
    mpki                           |       0.66
  L2 TLB                           |           
    num accesses                   |     329239
    num misses                     |      32371
    miss rate                      |      9.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   55470952
    num cache misses               |     158157
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  236294951
    num cache misses               |    1476363
    miss rate                      |      0.62%
    mpki                           |       2.95
  Cache L2                         |           
    num cache accesses             |    1635999
    num cache misses               |    1204469
    miss rate                      |     73.62%
    mpki                           |       2.41
  Cache L3                         |           
    num cache accesses             |    1206122
    num cache misses               |     689097
    miss rate                      |     57.13%
    mpki                           |       1.38
DRAM summary                       |           
  num dram accesses                |    1021800
  average dram access latency (ns) |      67.88
  average dram queueing delay      |       2.86
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
