                                   | Core 0    
  Instructions                     |  249999952
  Cycles                           |  163250221
  IPC                              |       1.53
  Time (ns)                        |   54416741
Branch predictor stats             |           
  num correct                      |   22152598
  num incorrect                    |    3694665
  misprediction rate               |     14.29%
  mpki                             |      14.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28388795
    num misses                     |        179
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  104530857
    num misses                     |      55090
    miss rate                      |      0.05%
    mpki                           |       0.22
  L2 TLB                           |           
    num accesses                   |      55269
    num misses                     |       1995
    miss rate                      |      3.61%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28388795
    num cache misses               |     383036
    miss rate                      |      1.35%
    mpki                           |       1.53
  Cache L1-D                       |           
    num cache accesses             |  104530857
    num cache misses               |     966593
    miss rate                      |      0.92%
    mpki                           |       3.87
  Cache L2                         |           
    num cache accesses             |    1350268
    num cache misses               |     539292
    miss rate                      |     39.94%
    mpki                           |       2.16
  Cache L3                         |           
    num cache accesses             |     539932
    num cache misses               |      16745
    miss rate                      |      3.10%
    mpki                           |       0.07
DRAM summary                       |           
  num dram accesses                |      17520
  average dram access latency (ns) |      50.91
  average dram queueing delay      |       0.90
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
