                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |  1082766138 |  1900478453 |   412172041
  Cycles                             |  3140300444 |  3140302796 |  3140302733 |  3140302678
  IPC                                |        0.08 |        0.34 |        0.61 |        0.13
  Time (ns)                          |  1046766815 |  1046767599 |  1046767578 |  1046767560
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    58133828 |     2471059 |    68072269
  num incorrect                      |     6500447 |     1360133 |       41878 |     4318193
  misprediction rate                 |       9.99% |       2.29% |       1.67% |       5.97%
  mpki                               |       26.00 |        1.26 |        0.02 |       10.48
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |   108704832 |   217705828 |    69039584
    num misses                       |       17441 |          47 |           6 |           4
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   376373110 |  1421604633 |   125904587
    num misses                       |     1331658 |      565262 |    51261293 |      149752
    miss rate                        |       1.54% |       0.15% |       3.61% |       0.12%
    mpki                             |        5.33 |        0.52 |       26.97 |        0.36
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349099 |      565309 |    51261299 |      149756
    num misses                       |     1140464 |      179316 |    36690652 |      149756
    miss rate                        |      84.54% |      31.72% |      71.58% |     100.00%
    mpki                             |        4.56 |        0.17 |       19.31 |        0.36
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |   108704832 |   217705828 |    69039584
    num cache misses                 |      378590 |       70027 |      431269 |        8168
    miss rate                        |       1.79% |       0.06% |       0.20% |       0.01%
    mpki                             |        1.51 |        0.06 |        0.23 |        0.02
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   376373110 |  1421604633 |   125904587
    num cache misses                 |     7442792 |    13396908 |    15572588 |     9588493
    miss rate                        |       8.59% |       3.56% |       1.10% |       7.62%
    mpki                             |       29.77 |       12.37 |        8.19 |       23.26
  Cache L2                           |             |             |             |            
    num cache accesses               |     7843211 |    15328283 |    16009178 |    12893645
    num cache misses                 |     7439177 |    10223391 |    10823901 |     9596662
    miss rate                        |      94.85% |      66.70% |      67.61% |      74.43%
    mpki                             |       29.76 |        9.44 |        5.70 |       23.28
  Cache L3                           |             |             |             |            
    num cache accesses               |     7461862 |    12160804 |    10829498 |    12893645
    num cache misses                 |     7139172 |     9586060 |     9895038 |     9588633
    miss rate                        |      95.68% |      78.83% |      91.37% |      74.37%
    mpki                             |       28.56 |        8.85 |        5.21 |       23.26
DRAM summary                         |             |             |             |            
  num dram accesses                  |    46493092 |           0 |           0 |           0
  average dram access latency (ns)   |      273.27 |         inf |         inf |         inf
  average dram queueing delay        |      153.25 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
