                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   427694281 |  6250197051 |   270470743 |   387384069 |   254439411 |   989563272 |   659151510 |   249999886 |  4120746941 |   624175174 |  1364282672 |   606444158 |  4129599736 |  1346139047 |  2297610607 |  4426969681
  Cycles                             |  3636114443 |  3636113130 |  3636114798 |  3636114775 |  3636113131 |  3636114922 |  3636114396 |  3636111190 |  3636113130 |  3636113155 |  3636113130 |  3636114015 |  3636113134 |  3636113130 |  3636114606 |  3636113137
  IPC                                |        0.12 |        1.72 |        0.07 |        0.11 |        0.07 |        0.27 |        0.18 |        0.07 |        1.13 |        0.17 |        0.38 |        0.17 |        1.14 |        0.37 |        0.63 |        1.22
  Time (ns)                          |  1212038148 |  1212037710 |  1212038266 |  1212038259 |  1212037711 |  1212038308 |  1212038132 |  1212037064 |  1212037710 |  1212037719 |  1212037710 |  1212038005 |  1212037712 |  1212037710 |  1212038202 |  1212037713
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    33956007 |  1153476305 |    46358768 |     7251082 |    41401023 |    60152370 |    40332473 |    34399075 |   181021759 |    18985456 |   147664406 |     5494523 |   332124994 |     1756000 |   130383633 |   587927206
  num incorrect                      |     2796252 |    78688502 |     4122582 |    10107146 |     2527482 |    36197453 |     1514780 |     4720676 |    10286054 |     9122911 |    22468756 |       36780 |    55772924 |       29760 |    22052538 |    59678684
  misprediction rate                 |       7.61% |       6.39% |       8.17% |      58.23% |       5.75% |      37.57% |       3.62% |      12.07% |       5.38% |      32.46% |      13.21% |       0.66% |      14.38% |       1.67% |      14.47% |       9.22%
  mpki                               |        6.54 |       12.59 |       15.24 |       26.09 |        9.93 |       36.58 |        2.30 |       18.88 |        2.50 |       14.62 |       16.47 |        0.06 |       13.51 |        0.02 |        9.60 |       13.48
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    35571630 |  1024874455 |    31550235 |    42384598 |    42674736 |   118102438 |    62782256 |    43801034 |   393209227 |    48454058 |   160306745 |    53597758 |   604961637 |   154187983 |   257510331 |   664701662
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        2902
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   117940582 |  2036925598 |    93401784 |   141791466 |    76848535 |   454925599 |   221008389 |   116504258 |  1256416403 |   282040478 |   612691219 |   165035464 |  1979945662 |  1007001873 |  1081173567 |  1730559101
    num misses                       |      586842 |          23 |     1550857 |     1005195 |       90046 |     3127107 |     1766587 |     4541503 |      392660 |      286795 |     6331181 |      294355 |    11049731 |    36422422 |      698308 |      534969
    miss rate                        |       0.50% |       0.00% |       1.66% |       0.71% |       0.12% |       0.69% |       0.80% |       3.90% |       0.03% |       0.10% |       1.03% |       0.18% |       0.56% |       3.62% |       0.06% |       0.03%
    mpki                             |        1.37 |        0.00 |        5.73 |        2.59 |        0.35 |        3.16 |        2.68 |       18.17 |        0.10 |        0.46 |        4.64 |        0.49 |        2.68 |       27.06 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      586884 |          62 |     1550899 |     1005209 |       90050 |     3127117 |     1766609 |     4541587 |      392668 |      286798 |     6331191 |      294358 |    11049796 |    36422428 |      698364 |      537871
    num misses                       |      183752 |          62 |      428292 |     1005198 |       90050 |     2486734 |      161606 |     1361681 |        9949 |      190597 |      569782 |      294135 |       70170 |    25995207 |      110121 |       15815
    miss rate                        |      31.31% |     100.00% |      27.62% |     100.00% |     100.00% |      79.52% |       9.15% |      29.98% |       2.53% |      66.46% |       9.00% |      99.92% |       0.64% |      71.37% |      15.77% |       2.94%
    mpki                             |        0.43 |        0.00 |        1.58 |        2.59 |        0.35 |        2.51 |        0.25 |        5.45 |        0.00 |        0.31 |        0.42 |        0.49 |        0.02 |       19.31 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    35571630 |  1024874455 |    31550235 |    42384598 |    42674736 |   118102438 |    62782256 |    43801034 |   393209227 |    48454058 |   160306745 |    53597758 |   604961637 |   154187983 |   257510331 |   664701662
    num cache misses                 |       72600 |     9762143 |       38084 |       39727 |       19254 |       68574 |      421011 |      979583 |       82355 |       85951 |      127375 |      416383 |    20140264 |      676521 |      766448 |    13741892
    miss rate                        |       0.20% |       0.95% |       0.12% |       0.09% |       0.05% |       0.06% |       0.67% |       2.24% |       0.02% |       0.18% |       0.08% |       0.78% |       3.33% |       0.44% |       0.30% |       2.07%
    mpki                             |        0.17 |        1.56 |        0.14 |        0.10 |        0.08 |        0.07 |        0.64 |        3.92 |        0.02 |        0.14 |        0.09 |        0.69 |        4.88 |        0.50 |        0.33 |        3.10
