                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  395723327 |  552400249 |  455362715 |  249999984
  Cycles                             |  335583824 |  335583731 |  335583776 |  335581677
  IPC                                |       1.18 |       1.65 |       1.36 |       0.74
  Time (ns)                          |  111861275 |  111861244 |  111861259 |  111860559
Branch predictor stats               |            |            |            |           
  num correct                        |   59715764 |   25429500 |   26043869 |   15199251
  num incorrect                      |    6672690 |     210329 |    4477544 |    9146162
  misprediction rate                 |     10.05% |      0.82% |     14.67% |     37.57%
  mpki                               |      16.86 |       0.38 |       9.83 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   63302451 |   42253481 |   51211105 |   29844534
    num misses                       |       2506 |         43 |         56 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  158730022 |  317873494 |  213629292 |  114926447
    num misses                       |     846556 |      42040 |     135023 |     791212
    miss rate                        |      0.53% |      0.01% |      0.06% |      0.69%
    mpki                             |       2.14 |       0.08 |       0.30 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     849062 |      42083 |     135079 |     791222
    num misses                       |     125331 |      13062 |      21268 |     629353
    miss rate                        |     14.76% |     31.04% |     15.74% |     79.54%
    mpki                             |       0.32 |       0.02 |       0.05 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   63302451 |   42253481 |   51211105 |   29844534
    num cache misses                 |    1140752 |      37075 |     146314 |      16231
    miss rate                        |      1.80% |      0.09% |      0.29% |      0.05%
    mpki                             |       2.88 |       0.07 |       0.32 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  158730022 |  317873494 |  213629292 |  114926447
    num cache misses                 |    1418397 |    2985876 |    1297865 |    1773846
    miss rate                        |      0.89% |      0.94% |      0.61% |      1.54%
    mpki                             |       3.58 |       5.41 |       2.85 |       7.10
  Cache L2                           |            |            |            |           
    num cache accesses               |    2608094 |    3025985 |    1445717 |    1929409
    num cache misses                 |    1410344 |    2088508 |    1017549 |    1666728
    miss rate                        |     54.08% |     69.02% |     70.38% |     86.39%
    mpki                             |       3.56 |       3.78 |       2.23 |       6.67
  Cache L3                           |            |            |            |           
    num cache accesses               |    1459486 |    2091667 |    1019229 |    1826895
    num cache misses                 |     440250 |     958335 |     561872 |     455403
    miss rate                        |     30.16% |     45.82% |     55.13% |     24.93%
    mpki                             |       1.11 |       1.73 |       1.23 |       1.82
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3986435 |          0 |          0 |          0
  average dram access latency (ns)   |     115.22 |        inf |        inf |        inf
  average dram queueing delay        |       5.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     35.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
