                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5803823812 |  1915281432 |   249999989 |  2252097529 |   847168669 |  5253975280 |  4395143143 |  9935536447
  Cycles                             |  7171272051 |  7171271616 |  7171256967 |  7171271513 |  7171273373 |  7171270654 |  7171271068 |  7171270746
  IPC                                |        0.81 |        0.27 |        0.03 |        0.31 |        0.12 |        0.73 |        0.61 |        1.39
  Time (ns)                          |  2390424017 |  2390423872 |  2390418989 |  2390423838 |  2390424458 |  2390423552 |  2390423690 |  2390423582
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   330494981 |    17376054 |    43244780 |   120210405 |   116545870 |   241956773 |   662926530 |   662285802
  num incorrect                      |    55853172 |      116368 |    11689069 |     2812408 |    15998316 |     2014559 |    74460015 |   113573474
  misprediction rate                 |      14.46% |       0.67% |      21.28% |       2.29% |      12.07% |       0.83% |      10.10% |      14.64%
  mpki                               |        9.62 |        0.06 |       46.76 |        1.25 |       18.88 |        0.38 |       16.94 |       11.43
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   651429940 |   169274362 |    23761816 |   224116945 |   148469234 |   401962145 |   703633261 |  1205553340
    num misses                       |          56 |           3 |           3 |          47 |         101 |          43 |       25674 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2728090810 |   521534835 |    88558906 |   780378707 |   394769660 |  3023291030 |  1769308774 |  4189202064
    num misses                       |     1763803 |      931524 |    21160113 |     1213490 |    15381204 |      407480 |     9813916 |    29719027
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.16% |       3.90% |       0.01% |       0.55% |       0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.54 |       18.16 |        0.08 |        2.23 |        2.99
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1763859 |      931527 |    21160116 |     1213537 |    15381305 |      407523 |     9839590 |    29719045
    num misses                       |      278278 |      930824 |    10898695 |      368864 |     4615566 |      116673 |     1401951 |      226935
    miss rate                        |      15.78% |      99.92% |      51.51% |      30.40% |      30.01% |      28.63% |      14.25% |       0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.45 |        0.02 |        0.32 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   651429940 |   169274362 |    23761816 |   224116945 |   148469234 |   401962145 |   703633261 |  1205553340
    num cache misses                 |     1295084 |      266860 |       60361 |       81109 |     1883926 |      226600 |    12412556 |    10700932
    miss rate                        |       0.20% |       0.16% |       0.25% |       0.04% |       1.27% |       0.06% |       1.76% |       0.89%
    mpki                             |        0.22 |        0.14 |        0.24 |        0.04 |        2.22 |        0.04 |        2.82 |        1.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2728090810 |   521534835 |    88558906 |   780378707 |   394769660 |  3023291030 |  1769308774 |  4189202064
    num cache misses                 |    16571116 |    98280181 |    28818501 |    27485049 |    22101521 |    27671580 |    16003529 |    20291431
    miss rate                        |       0.61% |      18.84% |      32.54% |       3.52% |       5.60% |       0.92% |       0.90% |       0.48%
    mpki                             |        2.86 |       51.31 |      115.27 |       12.20 |       26.09 |        5.27 |        3.64 |        2.04
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    17945556 |    98547058 |    32788465 |    31743400 |    29207993 |    28057693 |    29381641 |    31361484
    num cache misses                 |    10306450 |    59853610 |    21069108 |    20362176 |    18588384 |    16735463 |     8637819 |     2956165
    miss rate                        |      57.43% |      60.74% |      64.26% |      64.15% |      63.64% |      59.65% |      29.40% |       9.43%
    mpki                             |        1.78 |       31.25 |       84.28 |        9.04 |       21.94 |        3.19 |        1.97 |        0.30
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    10412177 |    59853627 |    25047449 |    24752893 |    23832041 |    16928091 |     9615942 |     3336358
    num cache misses                 |    10124682 |    52391560 |    19907078 |    20193041 |    17362216 |    16295447 |     8340858 |     2951665
    miss rate                        |      97.24% |      87.53% |      79.48% |      81.58% |      72.85% |      96.26% |      86.74% |      88.47%
    mpki                             |        1.74 |       27.35 |       79.63 |        8.97 |       20.49 |        3.10 |        1.90 |        0.30
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   225685046 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      267.29 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      157.28 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
