                                     | Core 0     | Core 1      | Core 2      | Core 3    
  Instructions                       |  249999973 |  1446523834 |  1075757968 |  711451817
  Cycles                             |  925933652 |   925936099 |   925936135 |  925936274
  IPC                                |       0.27 |        1.56 |        1.16 |       0.77
  Time (ns)                          |  308644551 |   308645366 |   308645378 |  308645425
Branch predictor stats               |            |             |             |           
  num correct                        |   40600608 |    63439058 |   161825620 |  106911216
  num incorrect                      |    2521753 |     3611026 |    18256797 |   23958659
  misprediction rate                 |      5.85% |       5.39% |      10.14% |     18.31%
  mpki                               |      10.09 |        2.50 |       16.97 |      33.68
TLB Summary                          |            |             |             |           
  I-TLB                              |            |             |             |           
    num accesses                     |   41868591 |   138092231 |   172389809 |   98999764
    num misses                       |          4 |           8 |        6849 |        204
    miss rate                        |      0.00% |       0.00% |       0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |        0.01 |       0.00
  D-TLB                              |            |             |             |           
    num accesses                     |   75636447 |   441443852 |   434868940 |  277065742
    num misses                       |      88470 |      140106 |     2514438 |    1471074
    miss rate                        |      0.12% |       0.03% |       0.58% |      0.53%
    mpki                             |       0.35 |        0.10 |        2.34 |       2.07
  L2 TLB                             |            |             |             |           
    num accesses                     |      88474 |      140114 |     2521287 |    1471278
    num misses                       |      88474 |        3607 |      363280 |     119234
    miss rate                        |    100.00% |       2.57% |      14.41% |      8.10%
    mpki                             |       0.35 |        0.00 |        0.34 |       0.17
Cache Summary                        |            |             |             |           
  Cache L1-I                         |            |             |             |           
    num cache accesses               |   41868591 |   138092231 |   172389809 |   98999764
    num cache misses                 |       7091 |       25573 |     3402621 |    5939056
    miss rate                        |      0.02% |       0.02% |       1.97% |      6.00%
    mpki                             |       0.03 |        0.02 |        3.16 |       8.35
  Cache L1-D                         |            |             |             |           
    num cache accesses               |   75636447 |   441443852 |   434868940 |  277065742
    num cache misses                 |    5663690 |    11763152 |     4214342 |    5117360
    miss rate                        |      7.49% |       2.66% |       0.97% |      1.85%
    mpki                             |      22.65 |        8.13 |        3.92 |       7.19
  Cache L2                           |            |             |             |           
    num cache accesses               |    7690469 |    11837128 |     7755600 |   11294003
    num cache misses                 |    5670781 |      420707 |     4112869 |    4922892
    miss rate                        |     73.74% |       3.55% |      53.03% |     43.59%
    mpki                             |      22.68 |        0.29 |        3.82 |       6.92
  Cache L3                           |            |             |             |           
    num cache accesses               |    7690469 |      470766 |     4252050 |    5160812
    num cache misses                 |    5660123 |      284485 |     1245353 |    1263335
    miss rate                        |     73.60% |      60.43% |      29.29% |     24.48%
    mpki                             |      22.64 |        0.20 |        1.16 |       1.78
DRAM summary                         |            |             |             |           
  num dram accesses                  |   11114578 |           0 |           0 |          0
  average dram access latency (ns)   |     114.91 |         inf |         inf |        inf
  average dram queueing delay        |       4.90 |        0.00 |        0.00 |       0.00
  average dram bandwidth utilization |     36.00% |       0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |             |             |           
  num loads from dram                |          0 |           0 |           0 |          0
  num loads from dram cache          |          0 |           0 |           0 |          0
  num loads from remote cache        |          0 |           0 |           0 |          0
