                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4492960290 |   954149075 |  4195899201 |   249999989 |  4524897001 |  3225200504 |   563254416 |  1278226234
  Cycles                             |  4921805060 |  4921804941 |  4921804801 |  4921801657 |  4921804814 |  4921804781 |  4921804821 |  4921805113
  IPC                                |        0.91 |        0.19 |        0.85 |        0.05 |        0.92 |        0.66 |        0.11 |        0.26
  Time (ns)                          |  1640601687 |  1640601647 |  1640601600 |  1640600552 |  1640601605 |  1640601594 |  1640601607 |  1640601704
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   245238657 |   131222685 |    77478192 |    43244780 |   582995340 |    74287341 |   131983806 |   216522959
  num incorrect                      |   169457002 |    18033020 |    11730946 |    11689069 |   136005407 |     1324859 |    14659700 |    19943426
  misprediction rate                 |      40.86% |      12.08% |      13.15% |      21.28% |      18.92% |       1.75% |      10.00% |       8.43%
  mpki                               |       37.72 |       18.90 |        2.80 |       46.76 |       30.06 |        0.41 |       26.03 |       15.60
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   367802282 |   167141984 |   399331408 |    23761816 |   634513419 |   288333047 |    47624789 |   148128488
    num misses                       |          52 |         108 |         122 |           3 |         296 |           4 |       38554 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1327624375 |   444654093 |  2133952364 |    88558906 |  1766747046 |  1267456306 |   195151546 |   442854815
    num misses                       |       80888 |    17317644 |     4751342 |    21160433 |     3179797 |      675645 |     2971303 |     7488009
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.69%
    mpki                             |        0.02 |       18.15 |        1.13 |       84.64 |        0.70 |        0.21 |        5.28 |        5.86
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       80940 |    17317752 |     4751464 |    21160436 |     3180093 |      675649 |     3009857 |     7488051
    num misses                       |       72291 |     5179830 |       64423 |    10898452 |      505876 |      352432 |     2546156 |     2056156
    miss rate                        |      89.31% |      29.91% |       1.36% |      51.50% |      15.91% |      52.16% |      84.59% |      27.46%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.52 |        1.61
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   367802282 |   167141984 |   399331408 |    23761816 |   634513419 |   288333047 |    47624789 |   148128488
    num cache misses                 |       70421 |     2022376 |       96677 |       75095 |    18216559 |      140391 |      785749 |       75334
    miss rate                        |       0.02% |       1.21% |       0.02% |       0.32% |       2.87% |       0.05% |       1.65% |       0.05%
    mpki                             |        0.02 |        2.12 |        0.02 |        0.30 |        4.03 |        0.04 |        1.40 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1327624375 |   444654093 |  2133952364 |    88558906 |  1766747046 |  1267456306 |   195151546 |   442854815
    num cache misses                 |     4935104 |    24727754 |    32686741 |    28818999 |    21815229 |    32864311 |    16715049 |    51685303
    miss rate                        |       0.37% |       5.56% |       1.53% |      32.54% |       1.23% |       2.59% |       8.57% |      11.67%
    mpki                             |        1.10 |       25.92 |        7.79 |      115.28 |        4.82 |       10.19 |       29.68 |       40.44
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5119075 |    31837783 |    33776909 |    32844195 |    41071077 |    33150494 |    17550155 |    55517395
    num cache misses                 |     4800075 |    20481812 |     5791216 |    21538145 |     6078030 |    22954535 |    16615411 |    38531974
    miss rate                        |      93.77% |      64.33% |      17.15% |      65.58% |      14.80% |      69.24% |      94.67% |      69.41%
    mpki                             |        1.07 |       21.47 |        1.38 |       86.15 |        1.34 |        7.12 |       29.50 |       30.14
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4916469 |    25590214 |     6798837 |    25555992 |     7149040 |    23152124 |    16666915 |    42300534
    num cache misses                 |     4797226 |    17180795 |     4353035 |    20654810 |     3189523 |    22890322 |    16083109 |    22827107
    miss rate                        |      97.57% |      67.14% |      64.03% |      80.82% |      44.61% |      98.87% |      96.50% |      53.96%
    mpki                             |        1.07 |       18.01 |        1.04 |       82.62 |        0.70 |        7.10 |       28.55 |       17.86
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   145540284 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      175.23 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       65.22 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
