                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3861814792 |   890158141 |  3424144790 |   249999989 |  3334353494 |  3066971976 |   512100592 |   947526619
  Cycles                             |  4667337311 |  4667337314 |  4667337502 |  4667333313 |  4667337307 |  4667337489 |  4667337626 |  4667337465
  IPC                                |        0.83 |        0.19 |        0.73 |        0.05 |        0.71 |        0.66 |        0.11 |        0.20
  Time (ns)                          |  1555779104 |  1555779105 |  1555779168 |  1555777771 |  1555779103 |  1555779163 |  1555779209 |  1555779155
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   207996597 |   122345445 |    63598139 |    43244780 |   429439541 |    70590451 |   120009574 |   160150282
  num incorrect                      |   146666913 |    16815056 |     9614575 |    11689069 |   100278226 |     1257746 |    13328189 |    14787500
  misprediction rate                 |      41.35% |      12.08% |      13.13% |      21.28% |      18.93% |       1.75% |      10.00% |       8.45%
  mpki                               |       37.98 |       18.89 |        2.81 |       46.76 |       30.07 |        0.41 |       26.03 |       15.61
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   314531551 |   155934713 |   325989301 |    23761816 |   467469007 |   274522335 |    43272251 |   109904338
    num misses                       |          52 |         105 |         110 |           3 |         245 |           4 |       35043 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1138590430 |   414806834 |  1740520517 |    88558906 |  1302421584 |  1203472672 |   177398072 |   329628986
    num misses                       |       67981 |    16141493 |     3896686 |    21160428 |     2325780 |      637240 |     2699473 |     5651017
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.71%
    mpki                             |        0.02 |       18.13 |        1.14 |       84.64 |        0.70 |        0.21 |        5.27 |        5.96
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       68033 |    16141598 |     3896796 |    21160431 |     2326025 |      637244 |     2734516 |     5651059
    num misses                       |       60623 |     4828753 |       52777 |    10898650 |      371491 |      334105 |     2312222 |     1529242
    miss rate                        |      89.11% |      29.91% |       1.35% |      51.50% |      15.97% |      52.43% |      84.56% |      27.06%
    mpki                             |        0.02 |        5.42 |        0.02 |       43.59 |        0.11 |        0.11 |        4.52 |        1.61
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   314531551 |   155934713 |   325989301 |    23761816 |   467469007 |   274522335 |    43272251 |   109904338
    num cache misses                 |      416144 |     1633330 |       70339 |       27832 |    13611853 |       40956 |      682856 |       43496
    miss rate                        |       0.13% |       1.05% |       0.02% |       0.12% |       2.91% |       0.01% |       1.58% |       0.04%
    mpki                             |        0.11 |        1.83 |        0.02 |        0.11 |        4.08 |        0.01 |        1.33 |        0.05
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1138590430 |   414806834 |  1740520517 |    88558906 |  1302421584 |  1203472672 |   177398072 |   329628986
    num cache misses                 |     4816372 |    22978822 |    26821555 |    28777465 |    16178814 |    30930468 |    15166339 |    38478982
    miss rate                        |       0.42% |       5.54% |       1.54% |      32.50% |       1.24% |       2.57% |       8.55% |      11.67%
    mpki                             |        1.25 |       25.81 |        7.83 |      115.11 |        4.85 |       10.09 |       29.62 |       40.61
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5670375 |    29273613 |    28334814 |    32578338 |    30981345 |    31005290 |    15888955 |    42352585
    num cache misses                 |     5199022 |    17420226 |     5417546 |    18957934 |     5157677 |    21150356 |    14889534 |    25974943
    miss rate                        |      91.69% |      59.51% |      19.12% |      58.19% |      16.65% |      68.22% |      93.71% |      61.33%
    mpki                             |        1.35 |       19.57 |        1.58 |       75.83 |        1.55 |        6.90 |       29.08 |       27.41
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5638956 |    22112933 |     6925292 |    22829337 |     6396035 |    21196589 |    14931290 |    29929603
    num cache misses                 |     5196727 |    15737564 |     5222161 |    17887535 |     5059957 |    21105367 |    14686775 |    22236517
    miss rate                        |      92.16% |      71.17% |      75.41% |      78.35% |      79.11% |      99.57% |      98.36% |      74.30%
    mpki                             |        1.35 |       17.68 |        1.53 |       71.55 |        1.52 |        6.88 |       28.68 |       23.47
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   139627614 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      180.65 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       70.64 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
