                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  5993071572 |  5594928906 |   270392733 |   408056925 |   273688643 |   624926340 |   664537111 |   249999886 |  3592887034 |   667877207 |  1503935519 |   511593550 |  2086472797 |  1343133279 |  1989283787 |  4091439902
  Cycles                             |  3784322182 |  3784322248 |  3784322515 |  3784323081 |  3784322843 |  3784322603 |  3784322638 |  3784318073 |  3784322918 |  3784322590 |  3784322685 |  3784322287 |  3784322198 |  3784322176 |  3784322857 |  3784322241
  IPC                                |        1.58 |        1.48 |        0.07 |        0.11 |        0.07 |        0.17 |        0.18 |        0.07 |        0.95 |        0.18 |        0.40 |        0.14 |        0.55 |        0.35 |        0.53 |        1.08
  Time (ns)                          |  1261440728 |  1261440750 |  1261440839 |  1261441027 |  1261440948 |  1261440868 |  1261440880 |  1261439358 |  1261440973 |  1261440864 |  1261440895 |  1261440763 |  1261440733 |  1261440726 |  1261440953 |  1261440747
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   475158399 |  1032547608 |    46348118 |     7482322 |    44686496 |    37958901 |    40658975 |    34399075 |   157885715 |    19709731 |   163168949 |     4645909 |   167856906 |     1753994 |   113227583 |   544838425
  num incorrect                      |    38852233 |    70439540 |     4122368 |    10477130 |     2703389 |    22842410 |     1516650 |     4720676 |     8972561 |     9549592 |    24831382 |       31124 |    28200828 |       29726 |    19194248 |    55009236
  misprediction rate                 |       7.56% |       6.39% |       8.17% |      58.34% |       5.70% |      37.57% |       3.60% |      12.07% |       5.38% |      32.64% |      13.21% |       0.67% |      14.38% |       1.67% |      14.49% |       9.17%
  mpki                               |        6.48 |       12.59 |       15.25 |       25.68 |        9.88 |       36.55 |        2.28 |       18.88 |        2.50 |       14.30 |       16.51 |        0.06 |       13.52 |        0.02 |        9.65 |       13.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   501663596 |   917429195 |    31547423 |    44188270 |    46136123 |    74527418 |    63290279 |    43801034 |   342782400 |    51769600 |   177246664 |    45215447 |   305709022 |   153838166 |   223252391 |   613436474
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        2712
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1649440747 |  1823381945 |    93362962 |   147757458 |    82146375 |   287600382 |   223193425 |   116504258 |  1095258859 |   305172897 |   676721716 |   139370818 |  1000551771 |  1004772413 |   935224913 |  1596867476
    num misses                       |     8062353 |          23 |     1550635 |     1029945 |       96809 |     1957900 |     1792333 |     4540782 |      343413 |      308853 |     6735184 |      249228 |     5584004 |    36374838 |      600009 |      504072
    miss rate                        |       0.49% |       0.00% |       1.66% |       0.70% |       0.12% |       0.68% |       0.80% |       3.90% |       0.03% |       0.10% |       1.00% |       0.18% |       0.56% |       3.62% |       0.06% |       0.03%
    mpki                             |        1.35 |        0.00 |        5.73 |        2.52 |        0.35 |        3.13 |        2.70 |       18.16 |        0.10 |        0.46 |        4.48 |        0.49 |        2.68 |       27.08 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     8062395 |          62 |     1550677 |     1029959 |       96813 |     1957910 |     1792355 |     4540866 |      343421 |      308856 |     6735194 |      249231 |     5584069 |    36374844 |      600065 |      506784
    num misses                       |     2506626 |          62 |      428235 |     1029948 |       96813 |     1554464 |      163672 |     1361651 |        8716 |      203676 |      594344 |      249044 |       35726 |    25959088 |       94789 |       14719
    miss rate                        |      31.09% |     100.00% |      27.62% |     100.00% |     100.00% |      79.39% |       9.13% |      29.99% |       2.54% |      65.95% |       8.82% |      99.92% |       0.64% |      71.37% |      15.80% |       2.90%
    mpki                             |        0.42 |        0.00 |        1.58 |        2.52 |        0.35 |        2.49 |        0.25 |        5.45 |        0.00 |        0.30 |        0.40 |        0.49 |        0.02 |       19.33 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   501663596 |   917429195 |    31547423 |    44188270 |    46136123 |    74527418 |    63290279 |    43801034 |   342782400 |    51769600 |   177246664 |    45215447 |   305709022 |   153838166 |   223252391 |   613436474
    num cache misses                 |      496008 |     9002840 |       18013 |       10838 |        2777 |       26918 |      116254 |      575589 |       52042 |       23772 |       40541 |       77294 |     9332629 |      182479 |      499981 |    12666650
    miss rate                        |       0.10% |       0.98% |       0.06% |       0.02% |       0.01% |       0.04% |       0.18% |       1.31% |       0.02% |       0.05% |       0.02% |       0.17% |       3.05% |       0.12% |       0.22% |       2.06%
    mpki                             |        0.08 |        1.61 |        0.07 |        0.03 |        0.01 |        0.04 |        0.17 |        2.30 |        0.01 |        0.04 |        0.03 |        0.15 |        4.47 |        0.14 |        0.25 |        3.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1649440747 |  1823381945 |    93362962 |   147757458 |    82146375 |   287600382 |   223193425 |   116504258 |  1095258859 |   305172897 |   676721716 |   139370818 |  1000551771 |  1004772413 |   935224913 |  1596867476
    num cache misses                 |    87843403 |      185283 |    11151080 |    11237621 |     6194720 |     4513461 |    12687944 |     6528512 |    29335302 |    14876083 |    21596128 |    26292727 |    33391690 |    10996700 |     5690462 |    21796576
    miss rate                        |       5.33% |       0.01% |      11.94% |       7.61% |       7.54% |       1.57% |       5.68% |       5.60% |       2.68% |       4.87% |       3.19% |      18.87% |       3.34% |       1.09% |       0.61% |       1.36%
    mpki                             |       14.66 |        0.03 |       41.24 |       27.54 |       22.63 |        7.22 |       19.09 |       26.11 |        8.16 |       22.27 |       14.36 |       51.39 |       16.00 |        8.19 |        2.86 |        5.33
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    88381037 |     9220094 |    12705520 |    12658567 |     8290228 |     5343621 |    13737006 |     8633091 |    29579367 |    15697718 |    21911804 |    26370720 |    42821454 |    11190510 |     6220464 |    34684107
    num cache misses                 |    74506822 |      650011 |     8544274 |    11248373 |     6197497 |     3680495 |     3793567 |     5501485 |     1318144 |    13066952 |     8841303 |    16026835 |     2011784 |     7466739 |     3768647 |     1774734
    miss rate                        |      84.30% |       7.05% |      67.25% |      88.86% |      74.76% |      68.88% |      27.62% |      63.73% |       4.46% |      83.24% |      40.35% |      60.78% |       4.70% |      66.72% |      60.58% |       5.12%
    mpki                             |       12.43 |        0.12 |       31.60 |       27.57 |       22.64 |        5.89 |        5.71 |       22.01 |        0.37 |       19.56 |        5.88 |       31.33 |        0.96 |        5.56 |        1.89 |        0.43
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    74548550 |      681982 |    10083263 |    12658481 |     8290228 |     4611142 |     4741078 |     7036843 |     1518425 |    13864815 |     9176947 |    16027534 |     2125256 |     7478277 |     3804990 |     2006165
    num cache misses                 |     1121184 |      648373 |     7536177 |    11238938 |     6193914 |     3187205 |     3720477 |     5121388 |     1315392 |    13041007 |     4132088 |    15917433 |     1997251 |     7274349 |     3658058 |     1723827
