                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  750137618 |  599130474 |  1072305151
  Cycles                             |  662095467 |  662097449 |  662098317 |   662097230
  IPC                                |       0.38 |       1.13 |       0.90 |        1.62
  Time (ns)                          |  220698489 |  220699150 |  220699439 |   220699077
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   34544566 |   29846266 |    71304119
  num incorrect                      |      15217 |     287611 |   23674280 |    12268231
  misprediction rate                 |      0.67% |      0.83% |     44.23% |      14.68%
  mpki                               |       0.06 |       0.38 |      39.51 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   57389146 |   47213936 |   130018051
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  431654013 |  174236520 |   451900992
    num misses                       |     121838 |      58196 |       9159 |     3201561
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.99
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      58239 |       9211 |     3201579
    num misses                       |     121749 |      16985 |       8270 |       24446
    miss rate                        |     99.92% |     29.16% |     89.78% |       0.76%
    mpki                             |       0.49 |       0.02 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   57389146 |   47213936 |   130018051
    num cache misses                 |     171732 |      52064 |      19630 |     1170750
    miss rate                        |      0.78% |      0.09% |      0.04% |       0.90%
    mpki                             |       0.69 |       0.07 |       0.03 |        1.09
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  431654013 |  174236520 |   451900992
    num cache misses                 |   12871379 |    4063899 |     582317 |     2171768
    miss rate                        |     18.90% |      0.94% |      0.33% |       0.48%
    mpki                             |      51.49 |       5.42 |       0.97 |        2.03
  Cache L2                           |            |            |            |            
    num cache accesses               |   13043116 |    4123492 |     633127 |     3366251
    num cache misses                 |    8496781 |    2850112 |     572583 |      448638
    miss rate                        |     65.14% |     69.12% |     90.44% |      13.33%
    mpki                             |      33.99 |       3.80 |       0.96 |        0.42
  Cache L3                           |            |            |            |            
    num cache accesses               |    8496786 |    2858186 |     604376 |      473081
    num cache misses                 |    7806141 |    1953195 |     568913 |      188099
    miss rate                        |     91.87% |     68.34% |     94.13% |      39.76%
    mpki                             |      31.22 |       2.60 |       0.95 |        0.18
DRAM summary                         |            |            |            |            
  num dram accesses                  |   18703798 |          0 |          0 |           0
  average dram access latency (ns)   |     168.23 |        inf |        inf |         inf
  average dram queueing delay        |      58.22 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     84.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
