                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |   80561415
  IPC                              |       1.24
  Time (ns)                        |   26853805
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596969
    num misses                     |      16132
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16136
    num misses                     |      13665
    miss rate                      |     84.69%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6205
    miss rate                      |      0.07%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |   42596969
    num cache misses               |     941849
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     949893
    num cache misses               |     865883
    miss rate                      |     91.16%
    mpki                           |       8.66
  Cache L3                         |           
    num cache accesses             |     868336
    num cache misses               |     857248
    miss rate                      |     98.72%
    mpki                           |       8.57
DRAM summary                       |           
  num dram accesses                |    1099232
  average dram access latency (ns) |      50.55
  average dram queueing delay      |       0.54
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
