                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  320053071 |  491241137 |  249999879 |  316896705
  Cycles                             |  308516815 |  308516808 |  308515497 |  308516815
  IPC                                |       1.04 |       1.59 |       0.81 |       1.03
  Time (ns)                          |  102838938 |  102838936 |  102838499 |  102838938
Branch predictor stats               |            |            |            |           
  num correct                        |    8040855 |   21675554 |    5768210 |   15363683
  num incorrect                      |    1148639 |    1226611 |     102901 |   12679389
  misprediction rate                 |     12.50% |      5.36% |      1.75% |     45.21%
  mpki                               |       3.59 |       2.50 |       0.41 |      40.01
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   31058881 |   46821182 |   22339856 |   24697848
    num misses                       |         62 |          8 |          4 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  157156233 |  149412632 |   98207449 |   91734872
    num misses                       |     423921 |      47445 |      52302 |       4649
    miss rate                        |      0.27% |      0.03% |      0.05% |      0.01%
    mpki                             |       1.32 |       0.10 |       0.21 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |     423983 |      47453 |      52306 |       4701
    num misses                       |       6186 |       1375 |      27301 |       4245
    miss rate                        |      1.46% |      2.90% |     52.19% |     90.30%
    mpki                             |       0.02 |       0.00 |       0.11 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   31058881 |   46821182 |   22339856 |   24697848
    num cache misses                 |      64488 |       8562 |      60125 |       6893
    miss rate                        |      0.21% |      0.02% |      0.27% |      0.03%
    mpki                             |       0.20 |       0.02 |       0.24 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  157156233 |  149412632 |   98207449 |   91734872
    num cache misses                 |    2776754 |    3967765 |    2661911 |     282905
    miss rate                        |      1.77% |      2.66% |      2.71% |      0.31%
    mpki                             |       8.68 |       8.08 |      10.65 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |    2870455 |    3996227 |    2758341 |     298732
    num cache misses                 |    1355138 |     141413 |    2077451 |     276104
    miss rate                        |     47.21% |      3.54% |     75.32% |     92.43%
    mpki                             |       4.23 |       0.29 |       8.31 |       0.87
  Cache L3                           |            |            |            |           
    num cache accesses               |    1384498 |     161410 |    2125987 |     285176
    num cache misses                 |     224097 |      87595 |    1908091 |     273586
    miss rate                        |     16.19% |     54.27% |     89.75% |     95.94%
    mpki                             |       0.70 |       0.18 |       7.63 |       0.86
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3310422 |          0 |          0 |          0
  average dram access latency (ns)   |     113.85 |        inf |        inf |        inf
  average dram queueing delay        |       3.84 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     32.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
