                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  926205494 |  600177324 |  1087230309
  Cycles                             |  626820901 |  626821901 |  626821913 |   626821900
  IPC                                |       0.40 |       1.48 |       0.96 |        1.73
  Time (ns)                          |  208940300 |  208940634 |  208940638 |   208940633
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   42641258 |   29872250 |    72363942
  num incorrect                      |      15217 |     352508 |   23725707 |    12439448
  misprediction rate                 |      0.67% |      0.82% |     44.27% |      14.67%
  mpki                               |       0.06 |       0.38 |      39.53 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   70850965 |   47279340 |   131825729
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  532974122 |  174514987 |   458195337
    num misses                       |     121838 |      71415 |       9159 |     3246066
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.99
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      71458 |       9211 |     3246084
    num misses                       |     121749 |      21636 |       8270 |       24694
    miss rate                        |     99.92% |     30.28% |     89.78% |       0.76%
    mpki                             |       0.49 |       0.02 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   70850965 |   47279340 |   131825729
    num cache misses                 |     171980 |      62202 |      13622 |     1142878
    miss rate                        |      0.78% |      0.09% |      0.03% |       0.87%
    mpki                             |       0.69 |       0.07 |       0.02 |        1.05
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  532974122 |  174514987 |   458195337
    num cache misses                 |   12871962 |    5009061 |     563824 |     2151166
    miss rate                        |     18.90% |      0.94% |      0.32% |       0.47%
    mpki                             |      51.49 |       5.41 |       0.94 |        1.98
  Cache L2                           |            |            |            |            
    num cache accesses               |   13043971 |    5076221 |     597560 |     3310442
    num cache misses                 |    8499033 |    3503351 |     551504 |      341720
    miss rate                        |     65.16% |     69.01% |     92.29% |      10.32%
    mpki                             |      34.00 |       3.78 |       0.92 |        0.31
  Cache L3                           |            |            |            |            
    num cache accesses               |    8499062 |    3508508 |     571744 |      358493
    num cache misses                 |    7812863 |    1588440 |     547442 |      106779
    miss rate                        |     91.93% |     45.27% |     95.75% |      29.79%
    mpki                             |      31.25 |       1.71 |       0.91 |        0.10
DRAM summary                         |            |            |            |            
  num dram accesses                  |   17880677 |          0 |          0 |           0
  average dram access latency (ns)   |     150.94 |        inf |        inf |         inf
  average dram queueing delay        |      40.93 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     85.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
