                                   | Core 0    
  Instructions                     |  499999986
  Cycles                           |  559466329
  IPC                              |       0.89
  Time (ns)                        |  186488777
Branch predictor stats             |           
  num correct                      |   61184308
  num incorrect                    |   16566462
  misprediction rate               |     21.31%
  mpki                             |      33.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   71853936
    num misses                     |        122
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  200240981
    num misses                     |     290345
    miss rate                      |      0.14%
    mpki                           |       0.58
  L2 TLB                           |           
    num accesses                   |     290467
    num misses                     |      56319
    miss rate                      |     19.39%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   71853936
    num cache misses               |    2458128
    miss rate                      |      3.42%
    mpki                           |       4.92
  Cache L1-D                       |           
    num cache accesses             |  200240981
    num cache misses               |    2032891
    miss rate                      |      1.02%
    mpki                           |       4.07
  Cache L2                         |           
    num cache accesses             |    4705487
    num cache misses               |    1819444
    miss rate                      |     38.67%
    mpki                           |       3.64
  Cache L3                         |           
    num cache accesses             |    2034949
    num cache misses               |    1275447
    miss rate                      |     62.68%
    mpki                           |       2.55
DRAM summary                       |           
  num dram accesses                |    1748947
  average dram access latency (ns) |      50.58
  average dram queueing delay      |       0.58
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
