                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  1762267320
  IPC                              |        0.14
  Time (ns)                        |   587422440
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21160084
    miss rate                      |      23.89%
    mpki                           |       84.64
  L2 TLB                           |            
    num accesses                   |    21160087
    num misses                     |    10898478
    miss rate                      |      51.50%
    mpki                           |       43.59
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      184685
    miss rate                      |       0.78%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28689363
    miss rate                      |      32.40%
    mpki                           |      114.76
  Cache L2                         |            
    num cache accesses             |    32763910
    num cache misses               |    24288803
    miss rate                      |      74.13%
    mpki                           |       97.16
  Cache L3                         |            
    num cache accesses             |    28208544
    num cache misses               |    20380347
    miss rate                      |      72.25%
    mpki                           |       81.52
DRAM summary                       |            
  num dram accesses                |    24632928
  average dram access latency (ns) |       50.75
  average dram queueing delay      |        0.75
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
