                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  138064697
  IPC                              |       1.81
  Time (ns)                        |   46021566
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75887
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75943
    num misses                     |      12173
    miss rate                      |     16.03%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      79450
    miss rate                      |      0.28%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     718347
    miss rate                      |      0.61%
    mpki                           |       2.87
  Cache L2                         |           
    num cache accesses             |     797960
    num cache misses               |     564000
    miss rate                      |     70.68%
    mpki                           |       2.26
  Cache L3                         |           
    num cache accesses             |     564181
    num cache misses               |      37534
    miss rate                      |      6.65%
    mpki                           |       0.15
DRAM summary                       |           
  num dram accesses                |      37534
  average dram access latency (ns) |      55.82
  average dram queueing delay      |       0.81
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
