                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   1376571819 |    249999989 |    940816492 |   4628348757
  Cycles                             |  13002228600 |  13002225361 |  13002229279 |  13002229434
  IPC                                |         0.11 |         0.02 |         0.07 |         0.36
  Time (ns)                          |   4334076200 |   4334075121 |   4334076427 |   4334076478
Branch predictor stats               |              |              |              |             
  num correct                        |    109133498 |     43244780 |    158924185 |    501856977
  num incorrect                      |      8928110 |     11689069 |     14668109 |     76484460
  misprediction rate                 |        7.56% |       21.28% |        8.45% |       13.22%
  mpki                               |         6.49 |        46.76 |        15.59 |        16.53
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    115505733 |     23761816 |    109203992 |    544894632
    num misses                       |           42 |            3 |           42 |           10
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |    378898035 |     88558906 |    327455594 |   2079660189
    num misses                       |      1854593 |     21158889 |      5624046 |     20968661
    miss rate                        |        0.49% |       23.89% |        1.72% |        1.01%
    mpki                             |         1.35 |        84.64 |         5.98 |         4.53
  L2 TLB                             |              |              |              |             
    num accesses                     |      1854635 |     21158892 |      5624088 |     20968671
    num misses                       |       578350 |     10898232 |      1522112 |      1860883
    miss rate                        |       31.18% |       51.51% |       27.06% |        8.87%
    mpki                             |         0.42 |        43.59 |         1.62 |         0.40
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    115505733 |     23761816 |    109203992 |    544894632
    num cache misses                 |       154491 |       106352 |        79994 |       200632
    miss rate                        |        0.13% |        0.45% |        0.07% |        0.04%
    mpki                             |         0.11 |         0.43 |         0.09 |         0.04
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    378898035 |     88558906 |    327455594 |   2079660189
    num cache misses                 |     20243146 |     28769533 |     38327368 |     66587743
    miss rate                        |        5.34% |       32.49% |       11.70% |        3.20%
    mpki                             |        14.71 |       115.08 |        40.74 |        14.39
  Cache L2                           |              |              |              |             
    num cache accesses               |     20579027 |     32646333 |     42900927 |     67584812
    num cache misses                 |     17645702 |     22380432 |     31285267 |     36276288
    miss rate                        |       85.75% |       68.55% |       72.92% |       53.68%
    mpki                             |        12.82 |        89.52 |        33.25 |         7.84
  Cache L3                           |              |              |              |             
    num cache accesses               |     17827551 |     26196344 |     35781970 |     37171530
    num cache misses                 |     16830693 |     18248571 |     23953122 |     14867708
    miss rate                        |       94.41% |       69.66% |       66.94% |       40.00%
    mpki                             |        12.23 |        72.99 |        25.46 |         3.21
DRAM summary                         |              |              |              |             
  num dram accesses                  |     96645505 |            0 |            0 |            0
  average dram access latency (ns)   |       573.85 |          inf |          inf |          inf
  average dram queueing delay        |       433.81 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       89.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
