                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1492498455 |  7694849639 |  1038591114 |  6775363116 |  3478486485 |  11244617622 |  2127700546 |  14020326540 |  5814639523 |  6088884717 |  6207362574 |  3211602418 |  1174293871 |   249999989 |  6316936686 |  10427296220
  Cycles                             |  7867604985 |  7867605282 |  7867605635 |  7867604706 |  7867605147 |   7867604700 |  7867605543 |   7867604610 |  7867604706 |  7867604700 |  7867604709 |  7867604900 |  7867605310 |  7867599327 |  7867604702 |   7867605249
  IPC                                |        0.19 |        0.98 |        0.13 |        0.86 |        0.44 |         1.43 |        0.27 |         1.78 |        0.74 |        0.77 |        0.79 |        0.41 |        0.15 |        0.03 |        0.80 |         1.33
  Time (ns)                          |  2622534995 |  2622535094 |  2622535212 |  2622534902 |  2622535049 |   2622534900 |  2622535181 |   2622534870 |  2622534902 |  2622534900 |  2622534903 |  2622534967 |  2622535103 |  2622533109 |  2622534901 |   2622535083
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    13524670 |   439106762 |   175181788 |   873012881 |     4532164 |    996239141 |   131491336 |   2587458199 |   316228842 |   114135945 |   674785871 |   488595814 |    93142896 |    43244780 |   965623396 |    459854067
  num incorrect                      |       90540 |    74300657 |    16191366 |   203592919 |       76806 |    166154831 |     4530538 |    176513199 |   219683970 |    17346553 |   102905238 |   105194159 |     7635890 |    11689069 |   247562900 |     26125420
  misprediction rate                 |       0.66% |      14.47% |       8.46% |      18.91% |       1.67% |       14.29% |       3.33% |        6.39% |      40.99% |      13.19% |      13.23% |      17.72% |       7.58% |      21.28% |      20.41% |        5.38%
  mpki                               |        0.06 |        9.66 |       15.59 |       30.05 |        0.02 |        14.78 |        2.13 |        12.59 |       37.78 |        2.85 |       16.58 |       32.75 |        6.50 |       46.76 |       39.19 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   131907416 |   864505912 |   120478596 |   950101133 |   398444668 |   1276831040 |   202184169 |   2298981013 |   475574707 |   579835845 |   730909515 |   443189659 |    98056573 |    23761816 |   821843282 |    993390776
    num misses                       |           3 |          56 |          42 |         395 |           6 |         3785 |          22 |           39 |          52 |         154 |          10 |         584 |          42 |           3 |          19 |            8
