                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  280495491 |  358982944 |  574109740 |  651206461 |  398226902 |  280155958 |  668631328 |  249999884
  Cycles                             |  392148612 |  392148772 |  392148619 |  392148600 |  392148600 |  392148608 |  392148601 |  392145916
  IPC                                |       0.72 |       0.92 |       1.46 |       1.66 |       1.02 |       0.71 |       1.71 |       0.64
  Time (ns)                          |  130716204 |  130716258 |  130716207 |  130716200 |  130716200 |  130716203 |  130716201 |  130715306
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17039506 |   54813867 |   46241531 |   37519155 |   17409491 |   42471845 |   44800597 |   13325983
  num incorrect                      |   10254001 |   14174657 |    7777005 |    6354868 |   16651883 |    9232365 |    7576143 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.40% |     14.48% |     48.89% |     17.86% |     14.46% |      2.29%
  mpki                               |      36.56 |      39.49 |      13.55 |       9.76 |      41.82 |      32.95 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33451935 |   46762135 |   84179788 |   73514656 |   29796542 |   38829653 |   80973152 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  129063507 |  120669750 |  275465340 |  305127579 |  113389011 |  108949863 |  281212469 |   86640605
    num misses                       |     884803 |     534824 |    1540030 |     193711 |       4854 |     585802 |    1926724 |     132873
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.30 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     884813 |     534843 |    1540095 |     193767 |       4906 |     585942 |    1926742 |     132920
    num misses                       |     702405 |     111618 |      10009 |      30657 |       4288 |      53373 |      14413 |      40812
    miss rate                        |     79.38% |     20.87% |      0.65% |     15.82% |     87.40% |      9.11% |      0.75% |     30.70%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33451935 |   46762135 |   84179788 |   73514656 |   29796542 |   38829653 |   80973152 |   24892730
    num cache misses                 |      19439 |     270103 |    2755034 |     208511 |      12969 |    2293161 |     718888 |      24952
    miss rate                        |      0.06% |      0.58% |      3.27% |      0.28% |      0.04% |      5.91% |      0.89% |      0.10%
    mpki                             |       0.07 |       0.75 |       4.80 |       0.32 |       0.03 |       8.19 |       1.08 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  129063507 |  120669750 |  275465340 |  305127579 |  113389011 |  108949863 |  281212469 |   86640605
    num cache misses                 |    2011068 |     526424 |    9367905 |    1856893 |     303819 |    2402127 |    1407510 |    3051469
    miss rate                        |      1.56% |      0.44% |      3.40% |      0.61% |      0.27% |      2.20% |      0.50% |      3.52%
    mpki                             |       7.17 |       1.47 |      16.32 |       2.85 |       0.76 |       8.57 |       2.11 |      12.21
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2214093 |     903395 |   12123870 |    2066278 |     337492 |    4803408 |    2141884 |    3518424
    num cache misses                 |    1891865 |     401908 |    1840051 |    1448895 |     297048 |    2353364 |     291333 |    2476031
    miss rate                        |     85.45% |     44.49% |     15.18% |     70.12% |     88.02% |     48.99% |     13.60% |     70.37%
    mpki                             |       6.74 |       1.12 |       3.21 |       2.22 |       0.75 |       8.40 |       0.44 |       9.90
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2097070 |     511004 |    1841246 |    1449869 |     318080 |    2461729 |     307289 |    2925787
    num cache misses                 |     555290 |     226449 |      36002 |     221364 |     294835 |     612780 |     117047 |    2169579
    miss rate                        |     26.48% |     44.31% |      1.96% |     15.27% |     92.69% |     24.89% |     38.09% |     74.15%
    mpki                             |       1.98 |       0.63 |       0.06 |       0.34 |       0.74 |       2.19 |       0.18 |       8.68
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    6140309 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.22 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
