                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  283908364 |  362069741 |  540791599 |  556076115 |  383592190 |  280908408 |  667222251 |  249999909
  Cycles                             |  373537652 |  373537665 |  373537667 |  373537657 |  373537655 |  373537664 |  373537666 |  373536357
  IPC                                |       0.76 |       0.97 |       1.45 |       1.49 |       1.03 |       0.75 |       1.79 |       0.67
  Time (ns)                          |  124512551 |  124512555 |  124512556 |  124512552 |  124512552 |  124512555 |  124512555 |  124512119
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17246327 |   55280263 |   43502975 |   31364650 |   17044541 |   42581320 |   44688793 |   13325983
  num incorrect                      |   10378415 |   14300554 |    7313150 |    5299723 |   15934120 |    9260593 |    7561384 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.45% |     48.32% |     17.86% |     14.47% |      2.29%
  mpki                               |      36.56 |      39.50 |      13.52 |       9.53 |      41.54 |      32.97 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33859233 |   47172023 |   79247482 |   62145100 |   28881650 |   38936589 |   80799631 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  130653450 |  121705700 |  259286770 |  262176563 |  109493621 |  109243125 |  280621562 |   86640595
    num misses                       |     894999 |     539114 |    1449749 |     172255 |       4854 |     587648 |    1924526 |     132082
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     895009 |     539133 |    1449814 |     172311 |       4906 |     587788 |    1924544 |     132129
    num misses                       |     710639 |     112619 |       9282 |      27037 |       4288 |      53451 |      14399 |      40804
    miss rate                        |     79.40% |     20.89% |      0.64% |     15.69% |     87.40% |      9.09% |      0.75% |     30.88%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33859233 |   47172023 |   79247482 |   62145100 |   28881650 |   38936589 |   80799631 |   24892730
    num cache misses                 |      19620 |     233419 |    2613830 |     184210 |       6826 |    2286976 |     684482 |      24140
    miss rate                        |      0.06% |      0.49% |      3.30% |      0.30% |      0.02% |      5.87% |      0.85% |      0.10%
    mpki                             |       0.07 |       0.64 |       4.83 |       0.33 |       0.02 |       8.14 |       1.03 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  130653450 |  121705700 |  259286770 |  262176563 |  109493621 |  109243125 |  280621562 |   86640595
    num cache misses                 |    2035011 |     496477 |    8802547 |    1621717 |     290384 |    2391140 |    1362679 |    3046412
    miss rate                        |      1.56% |      0.41% |      3.39% |      0.62% |      0.27% |      2.19% |      0.49% |      3.52%
    mpki                             |       7.17 |       1.37 |      16.28 |       2.92 |       0.76 |       8.51 |       2.04 |      12.19
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2210016 |     827372 |   11418352 |    1807554 |     307463 |    4772718 |    2055323 |    3429341
    num cache misses                 |    1916131 |     327379 |    1759877 |    1274392 |     277172 |    2313431 |     206137 |    2462257
    miss rate                        |     86.70% |     39.57% |     15.41% |     70.50% |     90.15% |     48.47% |     10.03% |     71.80%
    mpki                             |       6.75 |       0.90 |       3.25 |       2.29 |       0.72 |       8.24 |       0.31 |       9.85
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2092307 |     426542 |    1762303 |    1276160 |     287721 |    2408165 |     214461 |    2826223
    num cache misses                 |     475840 |     136769 |      48003 |     432739 |     274764 |     528320 |      47902 |    1994182
    miss rate                        |     22.74% |     32.06% |      2.72% |     33.91% |     95.50% |     21.94% |     22.34% |     70.56%
    mpki                             |       1.68 |       0.38 |       0.09 |       0.78 |       0.72 |       1.88 |       0.07 |       7.98
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5808272 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.15 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
