                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  267941904 |  322027266 |  249999876 |  414334484
  Cycles                             |  499221307 |  499221088 |  499219144 |  499221059
  IPC                                |       0.54 |       0.65 |       0.50 |       0.83
  Time (ns)                          |  166407103 |  166407030 |  166406382 |  166407020
Branch predictor stats               |            |            |            |           
  num correct                        |   14902377 |   48525332 |    8515508 |     539607
  num incorrect                      |     347925 |   10757497 |    3973583 |       9146
  misprediction rate                 |      2.28% |     18.15% |     31.82% |      1.67%
  mpki                               |       1.30 |      33.41 |      15.89 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27138102 |   44831949 |   19582128 |   47460793
    num misses                       |         47 |        140 |          3 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93061487 |  125421416 |  107816592 |  309941115
    num misses                       |     153548 |     671699 |     111241 |   11249866
    miss rate                        |      0.16% |      0.54% |      0.10% |      3.63%
    mpki                             |       0.57 |       2.09 |       0.44 |      27.15
  L2 TLB                             |            |            |            |           
    num accesses                     |     153595 |     671839 |     111244 |   11249872
    num misses                       |      47150 |      56692 |      76686 |    8092657
    miss rate                        |     30.70% |      8.44% |     68.93% |     71.94%
    mpki                             |       0.18 |       0.18 |       0.31 |      19.53
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27138102 |   44831949 |   19582128 |   47460793
    num cache misses                 |      10861 |    2661482 |       8346 |      75620
    miss rate                        |      0.04% |      5.94% |      0.04% |      0.16%
    mpki                             |       0.04 |       8.26 |       0.03 |       0.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93061487 |  125421416 |  107816592 |  309941115
    num cache misses                 |    3369845 |    2416831 |    5519315 |    3397790
    miss rate                        |      3.62% |      1.93% |      5.12% |      1.10%
    mpki                             |      12.58 |       7.51 |      22.08 |       8.20
  Cache L2                           |            |            |            |           
    num cache accesses               |    3882318 |    5198066 |    5925855 |    3479491
    num cache misses                 |    2590308 |    1784742 |    4925601 |    2398435
    miss rate                        |     66.72% |     34.33% |     83.12% |     68.93%
    mpki                             |       9.67 |       5.54 |      19.70 |       5.79
  Cache L3                           |            |            |            |           
    num cache accesses               |    3111298 |    1905455 |    5323795 |    2404560
    num cache misses                 |    2570768 |     722475 |    4916343 |    2337569
    miss rate                        |     82.63% |     37.92% |     92.35% |     97.21%
    mpki                             |       9.59 |       2.24 |      19.67 |       5.64
DRAM summary                         |            |            |            |           
  num dram accesses                  |   12991578 |          0 |          0 |          0
  average dram access latency (ns)   |     147.49 |        inf |        inf |        inf
  average dram queueing delay        |      37.48 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     78.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
