                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  6273703921 |  1657841714 |   249999989 |  2143088471 |   875058268 |  6406908477 |  5697926685 |  10930279941
  Cycles                             |  6711588154 |  6711588565 |  6711586916 |  6711588501 |  6711588891 |  6711588779 |  6711588109 |   6711588110
  IPC                                |        0.93 |        0.25 |        0.04 |        0.32 |        0.13 |        0.95 |        0.85 |         1.63
  Time (ns)                          |  2237196051 |  2237196188 |  2237195639 |  2237196167 |  2237196297 |  2237196260 |  2237196036 |   2237196037
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   357408820 |    15038249 |    43244780 |   114669064 |   120298302 |   295035219 |   859533945 |    728606420
  num incorrect                      |    60406235 |      100710 |    11689069 |     2682691 |    16530582 |     2453479 |    96525159 |    124944899
  misprediction rate                 |      14.46% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.10% |       14.64%
  mpki                               |        9.63 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.94 |        11.43
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   704321797 |   146521335 |    23761816 |   214015494 |   153317076 |   490152813 |   912145910 |   1326247415
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       33182 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2948442966 |   451402485 |    88558906 |   745240034 |   407742744 |  3686750734 |  2293770573 |   4608614167
    num misses                       |     1906543 |      806130 |    21159683 |     1141420 |    15871449 |      496403 |    12718627 |     32697171
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.55% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.14 |        0.08 |        2.23 |         2.99
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1906599 |      806133 |    21159686 |     1141467 |    15871554 |      496446 |    12751809 |     32697189
    num misses                       |      300534 |      805525 |    10898396 |      352622 |     4755937 |      143081 |     1814870 |       249571
    miss rate                        |      15.76% |      99.92% |      51.51% |      30.89% |      29.97% |      28.82% |      14.23% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.43 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   704321797 |   146521335 |    23761816 |   214015494 |   153317076 |   490152813 |   912145910 |   1326247415
    num cache misses                 |     2053960 |     1138447 |      189855 |      212496 |     3339062 |      442039 |    17199172 |     11590741
    miss rate                        |       0.29% |       0.78% |       0.80% |       0.10% |       2.18% |       0.09% |       1.89% |        0.87%
    mpki                             |        0.33 |        0.69 |        0.76 |        0.10 |        3.82 |        0.07 |        3.02 |         1.06
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2948442966 |   451402485 |    88558906 |   745240034 |   407742744 |  3686750734 |  2293770573 |   4608614167
    num cache misses                 |    18107545 |    85164469 |    28754982 |    26314484 |    23256331 |    34662090 |    21282216 |     22025035
    miss rate                        |       0.61% |      18.87% |      32.47% |       3.53% |       5.70% |       0.94% |       0.93% |        0.48%
    mpki                             |        2.89 |       51.37 |      115.02 |       12.28 |       26.58 |        5.41 |        3.74 |         2.02
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    20179026 |    86302930 |    32604963 |    30408154 |    31257165 |    35149482 |    39157197 |     33790948
    num cache misses                 |    14177406 |    56085856 |    24331734 |    21413516 |    22839210 |    24261683 |    20589482 |      3827934
    miss rate                        |      70.26% |      64.99% |      74.63% |      70.42% |      73.07% |      69.02% |      52.58% |       11.33%
    mpki                             |        2.26 |       33.83 |       97.33 |        9.99 |       26.10 |        3.79 |        3.61 |         0.35
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    14197046 |    56085870 |    28017027 |    25351233 |    27508967 |    24310163 |    21267735 |      4007712
    num cache misses                 |     8744709 |    51338013 |    17272366 |    18884575 |    15868843 |    15135710 |     6110465 |      1193044
    miss rate                        |      61.60% |      91.53% |      61.65% |      74.49% |      57.69% |      62.26% |      28.73% |       29.77%
    mpki                             |        1.39 |       30.97 |       69.09 |        8.81 |       18.13 |        2.36 |        1.07 |         0.11
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   211925725 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      262.92 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      152.91 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
