                                   | Core 0    
  Instructions                     |  499999903
  Cycles                           |  298008932
  IPC                              |       1.68
  Time (ns)                        |   99336311
Branch predictor stats             |           
  num correct                      |   34729981
  num incorrect                    |    6096176
  misprediction rate               |     14.93%
  mpki                             |      12.19
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60810888
    num misses                     |         35
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  213097277
    num misses                     |    2328511
    miss rate                      |      1.09%
    mpki                           |       4.66
  L2 TLB                           |           
    num accesses                   |    2328546
    num misses                     |      23746
    miss rate                      |      1.02%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60810888
    num cache misses               |    1430789
    miss rate                      |      2.35%
    mpki                           |       2.86
  Cache L1-D                       |           
    num cache accesses             |  213097277
    num cache misses               |    1454263
    miss rate                      |      0.68%
    mpki                           |       2.91
  Cache L2                         |           
    num cache accesses             |    2886939
    num cache misses               |     378085
    miss rate                      |     13.10%
    mpki                           |       0.76
  Cache L3                         |           
    num cache accesses             |     380017
    num cache misses               |       7582
    miss rate                      |      2.00%
    mpki                           |       0.02
DRAM summary                       |           
  num dram accesses                |       7582
  average dram access latency (ns) |      75.52
  average dram queueing delay      |      10.50
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
