                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     
  Instructions                       |  412802366 |  1105334313 |  249999898 |  404065567 |  981434140 |  985654161 |  379047217 |  1719001570
  Cycles                             |  953948168 |   953948184 |  953944930 |  953948232 |  953948100 |  953948056 |  953948321 |   953948050
  IPC                                |       0.43 |        1.16 |       0.26 |       0.42 |       1.03 |       1.03 |       0.40 |        1.80
  Time (ns)                          |  317982723 |   317982728 |  317981643 |  317982744 |  317982700 |  317982685 |  317982774 |   317982683
Branch predictor stats               |            |             |            |            |            |            |            |            
  num correct                        |   61705704 |    73684128 |    4856955 |    8222134 |   86648280 |   45391116 |   20833800 |   136310022
  num incorrect                      |   14070969 |    12650942 |    6669357 |    1161433 |   14454579 |     378084 |     487071 |    11154383
  misprediction rate                 |     18.57% |      14.65% |     57.86% |     12.38% |     14.30% |      0.83% |      2.28% |       7.56%
  mpki                               |      34.09 |       11.45 |      26.68 |       2.87 |      14.73 |       0.38 |       1.28 |        6.49
TLB Summary                          |            |             |            |            |            |            |            |            
  I-TLB                              |            |             |            |            |            |            |            |            
    num accesses                     |   57546755 |   134034015 |   27532058 |   38734492 |  111336492 |   75408807 |   38566002 |   143928986
    num misses                       |        160 |          18 |         14 |         62 |        420 |         43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |            |            |            |            
    num accesses                     |  160958802 |   465867298 |   93614435 |  204643134 |  410673072 |  567172508 |  133261357 |   473115537
    num misses                       |     840316 |     3298640 |     661938 |     512012 |     218373 |      76458 |     208206 |     2315851
    miss rate                        |      0.52% |       0.71% |      0.71% |      0.25% |      0.05% |      0.01% |      0.16% |       0.49%
    mpki                             |       2.04 |        2.98 |       2.65 |       1.27 |       0.22 |       0.08 |       0.55 |        1.35
  L2 TLB                             |            |             |            |            |            |            |            |            
    num accesses                     |     840476 |     3298658 |     661952 |     512074 |     218793 |      76501 |     208253 |     2315893
    num misses                       |      62550 |       24984 |     661946 |       6442 |       7113 |      22219 |      65899 |      720698
    miss rate                        |      7.44% |       0.76% |    100.00% |      1.26% |      3.25% |     29.04% |     31.64% |      31.12%
    mpki                             |       0.15 |        0.02 |       2.65 |       0.02 |       0.01 |       0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |            |            |            |            
  Cache L1-I                         |            |             |            |            |            |            |            |            
    num cache accesses               |   57546755 |   134034015 |   27532058 |   38734492 |  111336492 |   75408807 |   38566002 |   143928986
    num cache misses                 |    3800246 |     1452275 |      30645 |     124690 |    1701539 |      70936 |      47405 |      274530
    miss rate                        |      6.60% |       1.08% |      0.11% |      0.32% |      1.53% |      0.09% |      0.12% |       0.19%
    mpki                             |       9.21 |        1.31 |       0.12 |       0.31 |       1.73 |       0.07 |       0.13 |        0.16
  Cache L1-D                         |            |             |            |            |            |            |            |            
    num cache accesses               |  160958802 |   465867298 |   93614435 |  204643134 |  410673072 |  567172508 |  133261357 |   473115537
    num cache misses                 |    2850350 |     2822806 |    7304610 |    3519646 |    3924935 |    5449786 |    4893379 |    25332423
    miss rate                        |      1.77% |       0.61% |      7.80% |      1.72% |      0.96% |      0.96% |      3.67% |       5.35%
    mpki                             |       6.90 |        2.55 |      29.22 |       8.71 |       4.00 |       5.53 |      12.91 |       14.74
  Cache L2                           |            |             |            |            |            |            |            |            
    num cache accesses               |    6848848 |     4389036 |    8280799 |    4366031 |    5679669 |    5536844 |    5705817 |    25623793
    num cache misses                 |    3339835 |     1445271 |    7335257 |    2511736 |    2551341 |    3895231 |    4351129 |    23746971
    miss rate                        |     48.76% |      32.93% |     88.58% |     57.53% |     44.92% |     70.35% |     76.26% |      92.68%
    mpki                             |       8.09 |        1.31 |      29.34 |       6.22 |       2.60 |       3.95 |      11.48 |       13.81
  Cache L3                           |            |             |            |            |            |            |            |            
    num cache accesses               |    3538526 |     1564342 |    8280799 |    3233679 |    2608592 |    3911964 |    5148574 |    23763915
    num cache misses                 |    1410547 |      961323 |    7319376 |    1895170 |     846174 |    2610882 |    4114378 |      540966
    miss rate                        |     39.86% |      61.45% |     88.39% |     58.61% |     32.44% |     66.74% |     79.91% |       2.28%
    mpki                             |       3.42 |        0.87 |      29.28 |       4.69 |       0.86 |       2.65 |      10.85 |        0.31
DRAM summary                         |            |             |            |            |            |            |            |            
  num dram accesses                  |   28561960 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  average dram access latency (ns)   |     191.24 |         inf |        inf |        inf |        inf |        inf |        inf |         inf
  average dram queueing delay        |      81.23 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |            |            |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
