                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  439336803 |  671106870 |  568405429 |  249999984
  Cycles                             |  409982671 |  409982615 |  409982710 |  409980701
  IPC                                |       1.07 |       1.64 |       1.39 |       0.61
  Time (ns)                          |  136660890 |  136660872 |  136660903 |  136660234
Branch predictor stats               |            |            |            |           
  num correct                        |   66416475 |   30891223 |   32165988 |   15199251
  num incorrect                      |    7410078 |     254659 |    5481675 |    9146162
  misprediction rate                 |     10.04% |      0.82% |     14.56% |     37.57%
  mpki                               |      16.87 |       0.38 |       9.64 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   70171268 |   51332771 |   63859681 |   29844534
    num misses                       |       2582 |         43 |         56 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  175735342 |  386183990 |  267706377 |  114926447
    num misses                       |     902898 |      51547 |     172956 |     791195
    miss rate                        |      0.51% |      0.01% |      0.06% |      0.69%
    mpki                             |       2.06 |       0.08 |       0.30 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     905480 |      51590 |     173012 |     791205
    num misses                       |     132970 |      15886 |      27275 |     629349
    miss rate                        |     14.69% |     30.79% |     15.76% |     79.54%
    mpki                             |       0.30 |       0.02 |       0.05 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   70171268 |   51332771 |   63859681 |   29844534
    num cache misses                 |    1105180 |      18800 |      93120 |       3976
    miss rate                        |      1.57% |      0.04% |      0.15% |      0.01%
    mpki                             |       2.52 |       0.03 |       0.16 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  175735342 |  386183990 |  267706377 |  114926447
    num cache misses                 |    1454219 |    3475142 |    1600509 |    1778109
    miss rate                        |      0.83% |      0.90% |      0.60% |      1.55%
    mpki                             |       3.31 |       5.18 |       2.82 |       7.11
  Cache L2                           |            |            |            |           
    num cache accesses               |    2631029 |    3499677 |    1696947 |    2007657
    num cache misses                 |     642287 |    1740015 |     745858 |     891313
    miss rate                        |     24.41% |     49.72% |     43.95% |     44.40%
    mpki                             |       1.46 |       2.59 |       1.31 |       3.57
  Cache L3                           |            |            |            |           
    num cache accesses               |     715215 |    1747918 |     796718 |    1181093
    num cache misses                 |     638464 |    1107839 |     602960 |     727712
    miss rate                        |     89.27% |     63.38% |     75.68% |     61.61%
    mpki                             |       1.45 |       1.65 |       1.06 |       2.91
DRAM summary                         |            |            |            |           
  num dram accesses                  |    4924981 |          0 |          0 |          0
  average dram access latency (ns)   |     114.70 |        inf |        inf |        inf
  average dram queueing delay        |       4.69 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     36.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
