                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11      | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   857034600 |  1078027692 |  2224084137 |  1126515128 |  2220435303 |   415094210 |  1792391055 |  1398565815 |  2720920015 |   447096893 |   686048135 |  10292941221 |   249999981 |  1765596284 |   841683860 |  3247126844
  Cycles                             |  4728043488 |  4728043571 |  4728043992 |  4728043557 |  4728043452 |  4728043834 |  4728043441 |  4728043736 |  4728043838 |  4728043520 |  4728044271 |   4728043440 |  4728041176 |  4728043884 |  4728043923 |  4728043440
  IPC                                |        0.18 |        0.23 |        0.47 |        0.24 |        0.47 |        0.09 |        0.38 |        0.30 |        0.58 |        0.09 |        0.15 |         2.18 |        0.05 |        0.37 |        0.18 |        0.69
  Time (ns)                          |  1576014496 |  1576014524 |  1576014664 |  1576014519 |  1576014484 |  1576014612 |  1576014481 |  1576014579 |  1576014613 |  1576014507 |  1576014757 |   1576014480 |  1576013726 |  1576014628 |  1576014641 |  1576014480
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
  num correct                        |    52069360 |    35290106 |     2900586 |    69420820 |   126820496 |    57015031 |    78799648 |    26654534 |   502147420 |    74222668 |    54453586 |    473998914 |    58565837 |    40660621 |   127711880 |   216329559
  num incorrect                      |    31332932 |    16633167 |       49156 |     2402033 |    21432601 |     7859566 |     4480824 |     3977087 |    34256084 |     4487026 |     4473836 |      3944615 |     6500447 |      725063 |    27721222 |    37135974
  misprediction rate                 |      37.57% |      32.03% |       1.67% |       3.34% |      14.46% |      12.12% |       5.38% |      12.98% |       6.39% |       5.70% |       7.59% |        0.83% |       9.99% |       1.75% |      17.83% |      14.65%
  mpki                               |       36.56 |       15.43 |        0.02 |        2.13 |        9.65 |       18.93 |        2.50 |        2.84 |       12.59 |       10.04 |        6.52 |         0.38 |       26.00 |        0.41 |       32.94 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
    num accesses                     |   102239308 |    84165930 |   254750545 |   107142728 |   249540872 |    72686368 |   170976996 |   133372300 |   446163382 |    75358829 |    57209737 |    787459395 |    21135842 |   157794959 |   116443030 |   394031328
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |          78 |          39 |           4 |          42 |           43 |       17441 |           4 |         216 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
    num accesses                     |   394354852 |   472994636 |  1663756733 |   374113609 |  1042717365 |   193410248 |   546246408 |   709709246 |   886744835 |   135467920 |   189029601 |   5922889561 |    86633855 |   693127649 |   327006846 |  1369289892
    num misses                       |     2692057 |      487305 |    60029557 |     3040955 |      670453 |     7520529 |      171164 |     1630988 |          23 |      162100 |      935123 |       797999 |     1331642 |      368870 |     1736859 |     9736240
    miss rate                        |       0.68% |       0.10% |       3.61% |       0.81% |       0.06% |       3.89% |       0.03% |       0.23% |       0.00% |       0.12% |       0.49% |        0.01% |       1.54% |       0.05% |       0.53% |       0.71%
