                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  5950461051 |  1641771042 |   249999989 |  2151402892 |   877567672 |  5613063409 |  4979690785 |  10559170987
  Cycles                             |  6812083964 |  6812084418 |  6812080407 |  6812084103 |  6812084100 |  6812083916 |  6812083967 |   6812083970
  IPC                                |        0.87 |        0.24 |        0.04 |        0.32 |        0.13 |        0.82 |        0.73 |         1.55
  Time (ns)                          |  2270694655 |  2270694806 |  2270693469 |  2270694701 |  2270694700 |  2270694639 |  2270694656 |   2270694657
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   339465510 |    14894743 |    43244780 |   114999969 |   120633245 |   258477273 |   751085226 |    703339862
  num incorrect                      |    57463428 |       99750 |    11689069 |     2690494 |    16574750 |     2149095 |    84384613 |    120773251
  misprediction rate                 |      14.48% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.10% |       14.65%
  mpki                               |        9.66 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.95 |        11.44
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   668449395 |   145101317 |    23761816 |   214730564 |   153757643 |   429417882 |   797273371 |   1281250374
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       29062 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2795166034 |   447058495 |    88558906 |   748480187 |   408927392 |  3229949518 |  2005448999 |   4452524730
    num misses                       |     1803949 |      798510 |    21159943 |     1142689 |    15923968 |      434490 |    11189770 |     31657028
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.15 |        0.08 |        2.25 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1804005 |      798513 |    21159946 |     1142736 |    15924073 |      434533 |    11218832 |     31657046
    num misses                       |      284329 |      797909 |    10898564 |      353452 |     4769724 |      125596 |     1594264 |       242052
    miss rate                        |      15.76% |      99.92% |      51.51% |      30.93% |      29.95% |      28.90% |      14.21% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   668449395 |   145101317 |    23761816 |   214730564 |   153757643 |   429417882 |   797273371 |   1281250374
    num cache misses                 |     1116806 |      228755 |       55393 |       71065 |     1845223 |      209703 |    13687905 |     10798438
    miss rate                        |       0.17% |       0.16% |       0.23% |       0.03% |       1.20% |       0.05% |       1.72% |        0.84%
    mpki                             |        0.19 |        0.14 |        0.22 |        0.03 |        2.10 |        0.04 |        2.75 |         1.02
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2795166034 |   447058495 |    88558906 |   748480187 |   408927392 |  3229949518 |  2005448999 |   4452524730
    num cache misses                 |    16781345 |    84245940 |    28778546 |    26334057 |    22733906 |    29257726 |    17952134 |     20745591
    miss rate                        |       0.60% |      18.84% |      32.50% |       3.52% |       5.56% |       0.91% |       0.90% |        0.47%
    mpki                             |        2.82 |       51.31 |      115.11 |       12.24 |       25.91 |        5.21 |        3.61 |         1.96
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    17944880 |    84474716 |    32619421 |    30328572 |    29377282 |    29569790 |    32438553 |     31765392
    num cache misses                 |     9535400 |    51306640 |    20466521 |    19340019 |    18689925 |    16435685 |     7638691 |      1584865
    miss rate                        |      53.14% |      60.74% |      62.74% |      63.77% |      63.62% |      55.58% |      23.55% |        4.99%
    mpki                             |        1.60 |       31.25 |       81.87 |        8.99 |       21.30 |        2.93 |        1.53 |         0.15
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |     9635529 |    51306661 |    24323721 |    23422719 |    23508854 |    16564605 |     8448700 |      1811353
    num cache misses                 |     9122769 |    51050624 |    18181184 |    19106883 |    16069615 |    15211085 |     6988843 |      1583960
    miss rate                        |      94.68% |      99.50% |      74.75% |      81.57% |      68.36% |      91.83% |      82.72% |       87.45%
    mpki                             |        1.53 |       31.09 |       72.72 |        8.88 |       18.31 |        2.71 |        1.40 |         0.15
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   214309774 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      268.43 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      158.42 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
