                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   998867364 |  1966136269 |   713053698 |   249999981
  Cycles                             |  5198120725 |  5198120650 |  5198120690 |  5198117121
  IPC                                |        0.19 |        0.38 |        0.14 |        0.05
  Time (ns)                          |  1732706909 |  1732706884 |  1732706897 |  1732705707
Branch predictor stats               |             |             |             |            
  num correct                        |    33991459 |   298533574 |     6448161 |    58565837
  num incorrect                      |    15865717 |    64714591 |       43136 |     6500447
  misprediction rate                 |      31.82% |      17.82% |       0.66% |       9.99%
  mpki                               |       15.88 |       32.91 |        0.06 |       26.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    78285751 |   272102891 |    63019114 |    21135842
    num misses                       |           3 |         394 |           3 |       17441
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.07
  D-TLB                              |             |             |             |            
    num accesses                     |   430966188 |   763131062 |   193878899 |    86633855
    num misses                       |      447460 |     4056097 |      345060 |     1331630
    miss rate                        |       0.10% |       0.53% |       0.18% |       1.54%
    mpki                             |        0.45 |        2.06 |        0.48 |        5.33
  L2 TLB                             |             |             |             |            
    num accesses                     |      447463 |     4056491 |      345063 |     1349071
    num misses                       |      306321 |      382944 |      344799 |     1140464
    miss rate                        |      68.46% |       9.44% |      99.92% |      84.54%
    mpki                             |        0.31 |        0.19 |        0.48 |        4.56
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    78285751 |   272102891 |    63019114 |    21135842
    num cache misses                 |      106253 |    15576583 |      333979 |      382714
    miss rate                        |       0.14% |       5.72% |       0.53% |       1.81%
    mpki                             |        0.11 |        7.92 |        0.47 |        1.53
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   430966188 |   763131062 |   193878899 |    86633855
    num cache misses                 |    22123735 |    16456172 |    36436881 |     7442553
    miss rate                        |       5.13% |       2.16% |      18.79% |       8.59%
    mpki                             |       22.15 |        8.37 |       51.10 |       29.77
  Cache L2                           |             |             |             |            
    num cache accesses               |    23834261 |    32732280 |    36783996 |     7848537
    num cache misses                 |    19949402 |    14848768 |    25581754 |     7460705
    miss rate                        |      83.70% |      45.36% |      69.55% |      95.06%
    mpki                             |       19.97 |        7.55 |       35.88 |       29.84
  Cache L3                           |             |             |             |            
    num cache accesses               |    21553675 |    15550160 |    25594890 |     7484725
    num cache misses                 |    19933589 |     3965008 |    25470269 |     6979624
    miss rate                        |      92.48% |      25.50% |      99.51% |      93.25%
    mpki                             |       19.96 |        2.02 |       35.72 |       27.92
DRAM summary                         |             |             |             |            
  num dram accesses                  |    79286186 |           0 |           0 |           0
  average dram access latency (ns)   |      410.13 |         inf |         inf |         inf
  average dram queueing delay        |      290.11 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      91.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
