                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |   94593229
  IPC                              |       1.06
  Time (ns)                        |   31531076
Branch predictor stats             |           
  num correct                      |     982930
  num incorrect                    |     224757
  misprediction rate               |     18.61%
  mpki                             |       2.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9055153
    num misses                     |         36
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48007680
    num misses                     |     123991
    miss rate                      |      0.26%
    mpki                           |       1.24
  L2 TLB                           |           
    num accesses                   |     124027
    num misses                     |       2033
    miss rate                      |      1.64%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9055153
    num cache misses               |      11544
    miss rate                      |      0.13%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |   48007680
    num cache misses               |     619189
    miss rate                      |      1.29%
    mpki                           |       6.19
  Cache L2                         |           
    num cache accesses             |     683333
    num cache misses               |     441671
    miss rate                      |     64.63%
    mpki                           |       4.42
  Cache L3                         |           
    num cache accesses             |     494274
    num cache misses               |     240554
    miss rate                      |     48.67%
    mpki                           |       2.41
DRAM summary                       |           
  num dram accesses                |     324255
  average dram access latency (ns) |      50.63
  average dram queueing delay      |       0.62
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
