                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2828686807 |  3693877472 |  2226868560 |   462413537 |  1126836859 |  8652627045 |  3903189484 |  6875817905 |  1738381079 |   249999981 |  6945124509 |   661100660 |  4275772161 |  9790567866 |   849092147 |  1962030495
  Cycles                             |  5358493537 |  5358493912 |  5358494027 |  5358495607 |  5358494449 |  5358492715 |  5358492719 |  5358492708 |  5358493675 |  5358491508 |  5358492709 |  5358493471 |  5358494318 |  5358492723 |  5358492728 |  5358493627
  IPC                                |        0.53 |        0.69 |        0.42 |        0.09 |        0.21 |        1.61 |        0.73 |        1.28 |        0.32 |        0.05 |        1.30 |        0.12 |        0.80 |        1.83 |        0.16 |        0.37
  Time (ns)                          |  1786164513 |  1786164638 |  1786164676 |  1786165202 |  1786164817 |  1786164239 |  1786164240 |  1786164236 |  1786164559 |  1786163836 |  1786164237 |  1786164491 |  1786164773 |  1786164241 |  1786164243 |  1786164543
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   306184734 |   196624010 |   135370087 |    63569540 |    60726274 |   576721360 |   502440052 |   552944734 |    40049842 |    58565837 |   306258183 |    12373360 |   196903606 |  1806854823 |     7699845 |   297840383
  num incorrect                      |    46624353 |   141208354 |    81461817 |     8744997 |     1420443 |    98915217 |   117355016 |    92873360 |      714287 |     6500447 |    17398113 |    17200925 |     1638513 |   123261752 |       51558 |    64588149
  misprediction rate                 |      13.22% |      41.80% |      37.57% |      12.09% |       2.29% |      14.64% |      18.93% |      14.38% |       1.75% |       9.99% |       5.38% |      58.16% |       0.83% |       6.39% |       0.67% |      17.82%
  mpki                               |       16.48 |       38.23 |       36.58 |       18.91 |        1.26 |       11.43 |       30.07 |       13.51 |        0.41 |       26.00 |        2.51 |       26.02 |        0.38 |       12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   332816523 |   299101225 |   265786553 |    80989259 |   113056134 |  1049853484 |   547395628 |  1007226260 |   155402238 |    21135842 |   661686705 |    71985891 |   327117656 |  1605407754 |    75043475 |   271195626
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         267 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1271306542 |  1086502278 |  1023742975 |   215468868 |   392313600 |  3648236999 |  1525784392 |  3296624813 |   683123398 |    86633855 |  2113032638 |   242250311 |  2460416707 |  3190732429 |   231163205 |   761905393
    num misses                       |    12971101 |       63872 |     7038734 |     8382691 |      606731 |    25892896 |     2714299 |    18390205 |      364459 |     1331682 |      676842 |     1695527 |      331595 |          23 |      412701 |     4045746
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.70% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.59 |        0.02 |        3.16 |       18.13 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.56 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    12971111 |       63924 |     7038744 |     8382783 |      606778 |    25892914 |     2714566 |    18390270 |      364463 |     1349123 |      676850 |     1695541 |      331638 |          62 |      412704 |     4046140
    num misses                       |     1154550 |       56812 |     5596624 |     2500119 |      187957 |      197600 |      433064 |      116985 |      189933 |     1140464 |       16787 |     1695522 |       95436 |          62 |      412390 |      374356
    miss rate                        |       8.90% |      88.87% |      79.51% |      29.82% |      30.98% |       0.76% |      15.95% |       0.64% |      52.11% |      84.53% |       2.48% |     100.00% |      28.78% |     100.00% |      99.92% |       9.25%
    mpki                             |        0.41 |        0.02 |        2.51 |        5.41 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.56 |        0.02 |        0.00 |        0.49 |        0.19
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   332816523 |   299101225 |   265786553 |    80989259 |   113056134 |  1049853484 |   547395628 |  1007226260 |   155402238 |    21135842 |   661686705 |    71985891 |   327117656 |  1605407754 |    75043475 |   271195626
    num cache misses                 |      245312 |       71186 |      144925 |     1757118 |      110525 |     9062864 |    16999456 |    33342877 |      223395 |      404113 |      107764 |       53825 |      295839 |    15131008 |      583060 |    15882180
    miss rate                        |       0.07% |       0.02% |       0.05% |       2.17% |       0.10% |       0.86% |       3.11% |       3.31% |       0.14% |       1.91% |       0.02% |       0.07% |       0.09% |       0.94% |       0.78% |       5.86%
    mpki                             |        0.09 |        0.02 |        0.07 |        3.80 |        0.10 |        1.05 |        4.36 |        4.85 |        0.13 |        1.62 |        0.02 |        0.08 |        0.07 |        1.55 |        0.69 |        8.09
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1271306542 |  1086502278 |  1023742975 |   215468868 |   392313600 |  3648236999 |  1525784392 |  3296624813 |   683123398 |    86633855 |  2113032638 |   242250311 |  2460416707 |  3190732429 |   231163205 |   761905393
    num cache misses                 |    40753741 |     3915228 |    15787977 |    12259324 |    13947763 |    17210054 |    18955644 |   110939380 |    17706198 |     7454688 |    56010619 |    18590152 |    23136372 |      108769 |    43599150 |    16816452
    miss rate                        |       3.21% |       0.36% |       1.54% |       5.69% |       3.56% |       0.47% |       1.24% |       3.37% |       2.59% |       8.60% |       2.65% |       7.67% |       0.94% |       0.00% |      18.86% |       2.21%
    mpki                             |       14.41 |        1.06 |        7.09 |       26.51 |       12.38 |        1.99 |        4.86 |       16.13 |       10.19 |       29.82 |        8.06 |       28.12 |        5.41 |        0.01 |       51.35 |        8.57
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    41410524 |     4092248 |    17159488 |    16417809 |    16084153 |    26376889 |    36867858 |   144309966 |    17931681 |     7878590 |    56315612 |    20998601 |    23459104 |    15254415 |    44182222 |    33452947
