                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11      | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   891152371 |  1122248810 |  2222470231 |  1156510360 |  2269652774 |   430088544 |  1885964333 |  1386154934 |  2856403955 |   473286910 |   728713666 |  10625717092 |   249999981 |  1774764959 |   864234322 |  3378259860
  Cycles                             |  4880913925 |  4880912505 |  4880913658 |  4880913174 |  4880913266 |  4880913487 |  4880913769 |  4880913904 |  4880913830 |  4880912493 |  4880913451 |   4880912201 |  4880908768 |  4880912211 |  4880914062 |  4880912192
  IPC                                |        0.18 |        0.23 |        0.46 |        0.24 |        0.47 |        0.09 |        0.39 |        0.28 |        0.59 |        0.10 |        0.15 |         2.18 |        0.05 |        0.36 |        0.18 |        0.69
  Time (ns)                          |  1626971308 |  1626970835 |  1626971219 |  1626971058 |  1626971089 |  1626971162 |  1626971256 |  1626971301 |  1626971277 |  1626970831 |  1626971150 |   1626970734 |  1626969589 |  1626970737 |  1626971354 |  1626970731
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
  num correct                        |    54142351 |    35986125 |     2899509 |    71168146 |   129011715 |    59102590 |    82449663 |    26627757 |   527151687 |    78347855 |    57781792 |    489318069 |    58565837 |    40827098 |   130998432 |   225200276
  num incorrect                      |    32580475 |    17051865 |       49138 |     2574156 |    21809994 |     8143890 |     4688872 |     3975151 |    35962221 |     4730039 |     4730188 |      4070855 |     6500447 |      727837 |    28549017 |    38622435
  misprediction rate                 |      37.57% |      32.15% |       1.67% |       3.49% |      14.46% |      12.11% |       5.38% |      12.99% |       6.39% |       5.69% |       7.57% |        0.83% |       9.99% |       1.75% |      17.89% |      14.64%
  mpki                               |       36.56 |       15.19 |        0.02 |        2.23 |        9.61 |       18.94 |        2.49 |        2.87 |       12.59 |        9.99 |        6.49 |         0.38 |       26.00 |        0.41 |       33.03 |       11.43
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |              |             |             |             |            
