                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4569149934 |   943012937 |  4216751371 |   249999989 |  4344304347 |  3254523215 |   571170994 |  1276890341
  Cycles                             |  4995212065 |  4995212563 |  4995212086 |  4995208737 |  4995211803 |  4995212356 |  4995212169 |  4995212726
  IPC                                |        0.91 |        0.19 |        0.84 |        0.05 |        0.87 |        0.65 |        0.11 |        0.26
  Time (ns)                          |  1665070689 |  1665070855 |  1665070696 |  1665069579 |  1665070601 |  1665070786 |  1665070723 |  1665070909
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   247950376 |   129701482 |    77523159 |    43244780 |   559754257 |    75068797 |   133792355 |   216407179
  num incorrect                      |   172833325 |    17826263 |    11734755 |    11689069 |   130587782 |     1339144 |    14850361 |    19920394
  misprediction rate                 |      41.07% |      12.08% |      13.15% |      21.28% |      18.92% |       1.75% |       9.99% |       8.43%
  mpki                               |       37.83 |       18.90 |        2.78 |       46.76 |       30.06 |        0.41 |       26.00 |       15.60
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   373352685 |   165192886 |   401235869 |    23761816 |   609148235 |   290828793 |    48297651 |   147998056
    num misses                       |          52 |         108 |         122 |           3 |         289 |           4 |       39447 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1348992023 |   439454501 |  2145743212 |    88558906 |  1696415188 |  1278342968 |   197913535 |   442231446
    num misses                       |       81302 |    17115837 |     4762783 |    21160512 |     3042214 |      683063 |     3026817 |     7454215
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.53% |       1.69%
    mpki                             |        0.02 |       18.15 |        1.13 |       84.64 |        0.70 |        0.21 |        5.30 |        5.84
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       81354 |    17115945 |     4762905 |    21160515 |     3042503 |      683067 |     3066264 |     7454257
    num misses                       |       72653 |     5119008 |       64480 |    10898665 |      484282 |      355102 |     2591900 |     2043587
    miss rate                        |      89.30% |      29.91% |       1.35% |      51.50% |      15.92% |      51.99% |      84.53% |      27.42%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.54 |        1.60
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   373352685 |   165192886 |   401235869 |    23761816 |   609148235 |   290828793 |    48297651 |   147998056
    num cache misses                 |       66040 |     1769361 |       67510 |       59811 |    17458843 |      101838 |      787992 |       58452
    miss rate                        |       0.02% |       1.07% |       0.02% |       0.25% |       2.87% |       0.04% |       1.63% |       0.04%
    mpki                             |        0.01 |        1.88 |        0.02 |        0.24 |        4.02 |        0.03 |        1.38 |        0.05
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1348992023 |   439454501 |  2145743212 |    88558906 |  1696415188 |  1278342968 |   197913535 |   442231446
    num cache misses                 |     4947067 |    24407975 |    32821334 |    28825038 |    20936032 |    33179774 |    16932229 |    51592628
    miss rate                        |       0.37% |       5.55% |       1.53% |      32.55% |       1.23% |       2.60% |       8.56% |      11.67%
    mpki                             |        1.08 |       25.88 |        7.78 |      115.30 |        4.82 |       10.19 |       29.64 |       40.40
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5121552 |    31332598 |    33934466 |    32859573 |    39502557 |    33426035 |    17769535 |    55476737
    num cache misses                 |     4806676 |    18866913 |     5017843 |    21035905 |     4240226 |    23059529 |    16722797 |    34624012
    miss rate                        |      93.85% |      60.21% |      14.79% |      64.02% |      10.73% |      68.99% |      94.11% |      62.41%
    mpki                             |        1.05 |       20.01 |        1.19 |       84.14 |        0.98 |        7.09 |       29.28 |       27.12
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4918519 |    24054124 |     6146080 |    25092659 |     5398791 |    23256040 |    16774405 |    38604266
    num cache misses                 |     4806342 |    17346788 |     4522346 |    20870249 |     3783122 |    23058576 |    16249576 |    23200916
    miss rate                        |      97.72% |      72.12% |      73.58% |      83.17% |      70.07% |      99.15% |      96.87% |      60.10%
    mpki                             |        1.05 |       18.40 |        1.07 |       83.48 |        0.87 |        7.09 |       28.45 |       18.17
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   147909909 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      175.92 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       65.91 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
