                                   | Core 0    
  Instructions                     |   99999890
  Cycles                           |  142107510
  IPC                              |       0.70
  Time (ns)                        |   47369170
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104618
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90523
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104618
    num cache misses               |    2606378
    miss rate                      |      6.84%
    mpki                           |      26.06
  Cache L2                         |           
    num cache accesses             |    2869091
    num cache misses               |    2520273
    miss rate                      |     87.84%
    mpki                           |      25.20
  Cache L3                         |           
    num cache accesses             |    2694006
    num cache misses               |    2495647
    miss rate                      |     92.64%
    mpki                           |      24.96
DRAM summary                       |           
  num dram accesses                |    4974910
  average dram access latency (ns) |      53.23
  average dram queueing delay      |       3.23
Coherency Traffic                  |           
  num loads from dram              |    1984945
  num loads from dram cache        |          0
  num loads from remote cache      |          0
