                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7     
  Instructions                       |  473211049 |  1328289294 |  249999898 |  655023920 |  1070820042 |  1116677168 |  418482296 |  1040535988
  Cycles                             |  895140356 |   895139434 |  895137583 |  895139431 |   895139852 |   895139430 |  895139487 |   895139430
  IPC                                |       0.53 |        1.48 |       0.28 |       0.73 |        1.20 |        1.25 |       0.47 |        1.16
  Time (ns)                          |  298380119 |   298379812 |  298379195 |  298379811 |   298379951 |   298379810 |  298379829 |   298379810
Branch predictor stats               |            |             |            |            |             |             |            |            
  num correct                        |   70589738 |    88400198 |    4856955 |   12835263 |    95386515 |    51415155 |   22351467 |    82466158
  num incorrect                      |   16167296 |    15194455 |    6669357 |    1865714 |    15991373 |      425921 |     522827 |     6740941
  misprediction rate                 |     18.64% |      14.67% |     57.86% |     12.69% |      14.36% |       0.82% |      2.29% |       7.56%
  mpki                               |      34.17 |       11.44 |      26.68 |       2.85 |       14.93 |        0.38 |       1.25 |        6.48
TLB Summary                          |            |             |            |            |             |             |            |            
  I-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |   66701429 |   161082415 |   27532058 |   62607111 |   121675304 |    85424564 |   42011317 |    87333980
    num misses                       |        167 |          18 |         14 |         66 |         448 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |  184614856 |   559833623 |   93614435 |  332228552 |   447765190 |   642576191 |  148183119 |   286337046
    num misses                       |     987492 |     3964962 |     661938 |     794146 |      232777 |       85964 |     227801 |     1398464
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |       0.49%
    mpki                             |       2.09 |        2.99 |       2.65 |       1.21 |        0.22 |        0.08 |       0.54 |        1.34
  L2 TLB                             |            |             |            |            |             |             |            |            
    num accesses                     |     987659 |     3964980 |     661952 |     794212 |      233225 |       86007 |     227848 |     1398506
    num misses                       |      92448 |       30270 |     661946 |      10301 |        7529 |       25961 |      71562 |      436360
    miss rate                        |      9.36% |       0.76% |    100.00% |      1.30% |       3.23% |      30.18% |     31.41% |      31.20%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |             |             |            |            
  Cache L1-I                         |            |             |            |            |             |             |            |            
    num cache accesses               |   66701429 |   161082415 |   27532058 |   62607111 |   121675304 |    85424564 |   42011317 |    87333980
    num cache misses                 |    4043842 |     1533824 |      19904 |     127193 |     1694197 |       75801 |      45604 |      165374
    miss rate                        |      6.06% |       0.95% |      0.07% |      0.20% |       1.39% |       0.09% |      0.11% |       0.19%
    mpki                             |       8.55 |        1.15 |       0.08 |       0.19 |        1.58 |        0.07 |       0.11 |        0.16
  Cache L1-D                         |            |             |            |            |             |             |            |            
    num cache accesses               |  184614856 |   559833623 |   93614435 |  332228552 |   447765190 |   642576191 |  148183119 |   286337046
    num cache misses                 |    3180882 |     2827823 |    7295244 |    5280676 |     4033847 |     6043109 |    5240626 |    15310621
    miss rate                        |      1.72% |       0.51% |      7.79% |      1.59% |       0.90% |       0.94% |      3.54% |       5.35%
    mpki                             |       6.72 |        2.13 |      29.18 |       8.06 |        3.77 |        5.41 |      12.52 |       14.71
  Cache L2                           |            |             |            |            |             |             |            |            
    num cache accesses               |    7434428 |     4414864 |    8260182 |    5708881 |     5763630 |     6128126 |    6014497 |    15501744
    num cache misses                 |    3230212 |      803737 |    7315148 |    2905287 |     2359817 |     4236651 |    4348558 |    14356392
    miss rate                        |     43.45% |      18.21% |     88.56% |     50.89% |      40.94% |      69.13% |     72.30% |      92.61%
    mpki                             |       6.83 |        0.61 |      29.26 |       4.44 |        2.20 |        3.79 |      10.39 |       13.80
  Cache L3                           |            |             |            |            |             |             |            |            
    num cache accesses               |    3440660 |      858819 |    8260182 |    3206433 |     2396912 |     4246517 |    5100788 |    14382291
    num cache misses                 |    1311770 |      445923 |    7296094 |    1058478 |      609699 |     2374080 |    3882583 |     1302058
    miss rate                        |     38.13% |      51.92% |     88.33% |     33.01% |      25.44% |      55.91% |     76.12% |       9.05%
    mpki                             |       2.77 |        0.34 |      29.18 |       1.62 |        0.57 |        2.13 |       9.28 |        1.25
DRAM summary                         |            |             |            |            |             |             |            |            
  num dram accesses                  |   26421340 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  average dram access latency (ns)   |     178.10 |         inf |        inf |        inf |         inf |         inf |        inf |         inf
  average dram queueing delay        |      68.09 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
