                                   | Core 0    
  Instructions                     |   99999885
  Cycles                           |  139618550
  IPC                              |       0.72
  Time (ns)                        |   46539517
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104618
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90422
    miss rate                      |      1.02%
    mpki                           |       0.90
  Cache L1-D                       |           
    num cache accesses             |   38104618
    num cache misses               |    2606701
    miss rate                      |      6.84%
    mpki                           |      26.07
  Cache L2                         |           
    num cache accesses             |    2870618
    num cache misses               |    2520565
    miss rate                      |     87.81%
    mpki                           |      25.21
  Cache L3                         |           
    num cache accesses             |    2695603
    num cache misses               |    2495939
    miss rate                      |     92.59%
    mpki                           |      24.96
DRAM summary                       |           
  num dram accesses                |    4975494
  average dram access latency (ns) |      53.31
  average dram queueing delay      |       3.30
Coherency Traffic                  |           
  num loads from dram              |    1986453
  num loads from dram cache        |          0
  num loads from remote cache      |          0
